Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,label,text,target,indo_tweet,indo_target
597,597,597,neutral,hope for the event leave still visible with malaysia winning overall sea games,sea games,harapan utk cuti peristiwa masih kelihatan dgn malaysia menang juara keseluruhan sea games,sea games
598,598,598,neutral,"shut up, let's start futsal sea games again",sea games,Diam ah kite dah mng futsal sea games awal lagi,sea games
599,599,599,neutral,pencak silat athletes wewey wita sabet games gold medal 2017 - <url> <url>,sea games,Atlet Pencak Silat Wewey Wita Sabet Medali Emas SEA Games 2017 - http://indonesiaoversight.com/atlet-pencak-silat-wewey-wita-sabet-medali-emas-sea-games-2017/  http://pic.twitter.com/g3JE8E3Yc4,SEA Games
600,600,600,neutral,gud job football team ... the fate is not next to us ... continue to search for gold in the next sea games ... malaysia support is always together. #teammalaysia,sea games,gud job team football..nasib tidak sebelahi kita..teruskan pencarian emas di next sea games ..penyokong malaysia selalu bersama. #TeamMalaysia,sea games
601,601,601,neutral,his only goal in the final of the sea games football between malaysia and thailand made the malaysian public cry! <url> kkje4,sea games,Gol satu2nya di partai final Sepak Bola Sea Games antara Malaysia-Thailand ini membuat publik Malaysia menangis! https://www.youtube.com/watch?v=lOuT96 KkjE4,Sea Games
602,602,602,neutral,is there an asian qualification made by sea games en? so it's a mixed-up session <url>,sea games,Asian Qualification lg besor dari Sea Games en? So apelagiiii serbuuuu https://twitter.com/padangbolasepak/status/902551335408549888,Sea Games
603,603,603,neutral,"obligation of 2017 sea games medals: indonesia fails, this said the imam <url> utm_source = dlvr.it &amp; utm_medium = twitter <url>",sea games,"PEROLEHAN MEDALI SEA GAMES 2017: Indonesia Gagal, Ini Kata Imam http://sport.bisnis.com/read/20170829/59/681670/perolehan-medali-sea-games-2017-indonesia-gagal-ini-kata-imam?utm_source=dlvr.it&utm_medium=twitter  http://pic.twitter.com/mvubmV6enF",SEA GAMES
604,604,604,neutral,maybe we will know who is behind the rimau mascot when the sea games closure tomorrow night? # seagames 2017,sea games,Maybe kita akan tahu siapa di sebalik maskot Rimau sewaktu penutupan Sea Games malam esok? #SEAGames2017,Sea Games
605,605,605,neutral,"losing the promise of the spirit of victory, we learn from the glory of the malaysian throne do better in next sea games",sea games,Kalah x pe janji semangat nak menang tu ade kita belajar dari kesilapan tahniah Malaysia do better in next sea games #bangkitbersama,sea games
606,606,606,neutral,29 gold at 29 hb for the 29th sea games,sea games,29 Emas pd 29 hb utk 29th Sea Games,Sea Games
607,607,607,neutral,"bbc indonesia - when indonesia slumped, malaysia triumphed with 140 gold, make sure the overall champion of sea games <url>",sea games,"BBC Indonesia - Saat Indonesia terpuruk, Malaysia berjaya dengan 140 emas, pastikan juara umum SEA Games http://www.bbc.com/indonesia/olahraga-41083312",SEA Games
608,608,608,neutral,the theme song tonight is &quot;history may repeat&quot; - new boyz @ tomokofficial 2001 &amp; 2017 sea games footbal,sea games,"Lagu tema malam ini ""Sejarah mungkin berulang"" - New Boyz @TomokOfficial 2001 & 2017 Sea Games footbal",Sea Games
609,609,609,neutral,"the decline in the performance of sea games 2017 in malaysia was a result of the training of athletes based on management intervention, parents and lack of funding",sea games,"Terpurunya prestasi pada sea games 2017 di malaysia akibat dari pembinaan atlit berdasarkan intervensi pengurus, ortu dan lemahnya pendanaan",sea games
610,610,610,neutral,"until you leave, the member goes to see sea games.",sea games,Sampai ma&pa kasi keluar dengan member nak pergi tengok sea games .,sea games
611,611,611,neutral,"mute host, thailand seize sea games gold soccer: this is soccer gold <url> <url>",sea games,"Bungkam Tuan Rumah, Thailand Rebut Emas Sepak Bola SEA Games : Ini adalah emas sepak bola https://goo.gl/fb/9ySEue http://fb.me/674kFZYAh",SEA Games
612,612,612,neutral,proud and salute the struggle of the garuda muda national team in fighting for the sea games malaysia 2017 bronze medal.,sea games,Bangga dan salut atas perjuangan Timnas Garuda Muda dlm memperebut kan medali perunggu Sea Games Malaysia 2017.,Sea Games
613,613,613,positive,i never thought i was so excited about sea games this time.,sea games,Tak sangka aku begitu semangat sekali untuk sea games kali ni.,sea games
614,614,614,neutral,this is the dive sea games,sea games,owhh igt dive sea games ni,sea games
615,615,615,neutral,"badminton failed general champion of the sea games, these comments wiranto <url>",sea games,"Bulutangkis Gagal Juara Umum SEA Games , Ini Komentar Wiranto http://www.bola.com/ragam/read/3076262/bulutangkis-gagal-juara-umum-sea-games-ini-komentar-wiranto",SEA Games
616,616,616,neutral,do you know that one more item we press in the sea games 2017? all political experts suddenly into sports,sea games,Kau tau satu benda lagi kita perasan dalam Sea Games 2017? Semua ahli politik tiba2 into sports,Sea Games
617,617,617,neutral,"when indonesia sank, malaysia won 140 gold, make sure the sea games champions | news 24 indonesia <url>",sea games,"Saat Indonesia terpuruk, Malaysia raih 140 emas, pastikan juara SEA Games | Berita 24 Indonesia http://fb.me/3Nth5dbth",SEA Games
618,618,618,neutral,it's far from the sea games timings now. but there are still 2 more years to prepare.,sea games,Jauh lagi nk sampai timing Sea Games sekarang. Tapi masih ada 2 tahun lagi utk prepare.,Sea Games
619,619,619,neutral,tahniahh malaysiaaa. johan's overall sea games 2017 !! .,sea games,Tahniahh malaysiaaa. Johan keseluruhan Sea Games 2017 !! .,Sea Games
620,620,620,neutral,"with the available resources, thai is still deserving of medals in sea games gold medals in soccer.",sea games,"Dengan sumber daya yg ada, THAI ini emang deserved sabet medali emas sea games cabor bola..",sea games
621,621,621,neutral,we are grateful for girls because we know sea games are all our soul mates in the athletes group,sea games,kita kena bersyukur girls sebab sea games lah kita tahu jodoh kita semua dalam golongan atlet,sea games
622,622,622,neutral,"indonesia sea games runner-up, took place in the pres era. jokowi and menpora nahrawi ... <url>",sea games,"Indonesia runner-up Sea Games , terjadi di era Pres. Jokowi dan Menpora Nahrawi... https://sport.detik.com/read/2017/08/29/185111/3620508/79/thailand-juara-umum-bulutangkis-indonesia-runner-up",Sea Games
623,623,623,neutral,"the whole sea games are the company i made so if i can reach the target of selling boss, don't bring us to japan, buy laaaaaaa lot",sea ​​games,"the whole sea games kan company aku yg buat so kalau dpt capai target jualan boss nk bawak kami g japan, beli laaaaaaa banyak2",sea games
624,624,624,neutral,"ok, what kind of way do you buy the round sea games, why do you know?",sea games,ok macam mana cara nak beli syiling sea games ni sapa tau?,sea games
625,625,625,neutral,"hahahaha, not always can interest in athletes not run out of sea games, it doesn't matter",sea games,Hahahaha bukan selalu boleh minat athletes ni nnt habis sea games habis gak lah minat tu,sea games
626,626,626,neutral,"what do you think will happen first, indonesia will become the sea games soccer champion, or will liverpool become the premier league champion?",sea games,"Kira2 mana yg bakal terjadi lebih dulu, Indonesia jadi juara sepakbola Sea Games , atau Liverpool jadi juara Liga Inggris?",Sea Games
627,627,627,neutral,indooversight: badminton: jonatan contributes gold at sea games 2017 - <url> <url>,sea games,IndoOversight: Bulutangkis: Jonatan Sumbang Emas di SEA Games 2017 - http://indonesiaoversight.com/bulutangkis-jonatan-sumbang-emas-di-sea-games-2017/  http://pic.twitter.com/KHoP7cKXFO,SEA Games
628,628,628,neutral,"when indonesia slumped, malaysia won 140 gold, making sure the sea games champions: host malaysia #beritadunia #bbc",sea games,"Saat Indonesia terpuruk, Malaysia raih 140 emas, pastikan juara SEA Games : Tuan rumah Malaysia #Beritadunia #BBC",SEA Games
629,629,629,neutral,hopefully indonesia is the sea games champion in two years. <url>,sea games,Semoga Indonesia Juara Sea Games dua tahun lagi. http://bolajawara.blogspot.com/p/kalahkan-malaysia-1-0-thailand-raih.html?spref=tw,Sea Games
630,630,630,neutral,badminton: jonatan donates gold at sea games 2017 - <url> <url>,sea games,Bulutangkis: Jonatan Sumbang Emas di SEA Games 2017 - http://indonesiaoversight.com/bulutangkis-jonatan-sumbang-emas-di-sea-games-2017/  http://pic.twitter.com/4wHC4oQOd9,SEA Games
631,631,631,neutral,"dear !! the indonesia u 22 national team is different in the 2017 sea games, but ... <url>",sea games,"Sayang !! Timnas Indonesia U 22 Tampil Beda di SEA Games 2017, tetapi... http://youtu.be/wALdWR8Ia60?a",SEA Games
632,632,632,neutral,"kompascom: 2017 sea games, thailand ships gold after conquering malaysia 1-0 - <url> <url>",sea games,"kompascom: SEA Games 2017, Thailand Sabet Emas Usai Taklukkan Malaysia 1-0 - http://Kompas.com http://ebx.sh/2xJZ5ZS",SEA Games
633,633,633,neutral,barito putera star appreciates the u-22 national team's struggle at the sea games event <url> <url>,sea games,Bintang Barito Putera Apresiasi Perjuangan Timnas U-22 di Ajang SEA Games https://bolalob.com/read/62636/bintang-barito-putera-apresiasi-perjuangan-timnas-u-22-di-ajang-sea-games  http://pic.twitter.com/c8XuwHsEN3,SEA Games
634,634,634,positive,does it seem that there is no difference in the medal of tally? sea games 2015 vs sea games 2017 # seagame2017 #kamiteammalaysia #bangkitabersama #masvstha <url>,sea games,Nampak tak perbezaan medal Tally? SEA games 2015 VS SEA games 2017 #SEAgame2017 #KamiTeamMalaysia #BangkitaBersama #MASvsTHA http://pic.twitter.com/LPFgCvjono,SEA games
635,635,635,positive,does it seem that there is no difference in the medal of tally? sea games 2015 vs sea games 2017 # seagame2017 #kamiteammalaysia #bangkitabersama #masvstha <url>,sea games,Nampak tak perbezaan medal Tally? SEA games 2015 VS SEA games 2017 #SEAgame2017 #KamiTeamMalaysia #BangkitaBersama #MASvsTHA http://pic.twitter.com/LPFgCvjono,SEA games
636,636,636,neutral,"yes this has been corrected. this is the number one again in sea games this year, like in the previous sea games <url>",sea games,iya ini sudah dibetulkan ini. Tahniah yaaa nomer satu lagi di sea games tahun ini spt di sea games sebelumnya http://pic.twitter.com/4ze50n9UpC,sea games
637,637,637,neutral,"yes this has been corrected. this is the number one again in sea games this year, like in the previous sea games <url>",sea ​​games,iya ini sudah dibetulkan ini. Tahniah yaaa nomer satu lagi di sea games tahun ini spt di sea games sebelumnya http://pic.twitter.com/4ze50n9UpC,sea games
638,638,638,neutral,"thank you malaysia! still in soul. it was amazing sea games run, you guys were fantastic! # kl2017 #terimakasihmalaysia #mastha <url>",sea games,"Terima kasih Malaysia! Tetap dalam jiwa. It was an amazing SEA games run, you guys did fantastic! #KL2017 #TerimaKasihMalaysia #MASTHA http://pic.twitter.com/Ui6BuqT1aO",SEA games
639,639,639,neutral,you are patient. balik ni redeemed defeat in beijing sea games,sea games,Sabar lu . Balik ni tebus kekalahan dlm beijing sea games,sea games
640,640,640,neutral,"great, buffon has never played at the sea games because <url>",sea games,"Mantap, Buffon kaga pernah main di SEA Games soalnya https://twitter.com/kompascom/status/902545875519537152",SEA Games
641,641,641,neutral,"tido first, even if the initial arrangement of the sketch for sea games will be set",sea games,"tido dulu, takpun g beratur awal sket utk sea games akan dtg",sea games
642,642,642,neutral,"god is really fair. malaysian football can't get the sea games gold medal, for example.",sea games,"Tuhan maha adil kok. Sepak bola Malaysia gak dapet medali emas SEA Games , contohnya.",SEA Games
643,643,643,neutral,"next sea games for all players also play, know the city! lol",sea ​​games,Next sea games bagi semua player jdt main tau dorang gempak kot! Lol,sea games
644,644,644,neutral,congratulations on the sea games indonesia team team &quot;best of heart&quot;,sea games,"Selamat team Sea games Indonesia Team "" Terbaik hati""",Sea games
645,645,645,neutral,congratulations to thailand for getting a gold medal at sea games this year in the football branch,sea ​​games,selamat kepada thailand telah mendapatkan medali emas di sea games tahun ini cabang sepakbola,sea games
646,646,646,neutral,indonesia vs myanmar sea games 2017 (bringing medium silver pulang): <url> via @youtube,sea games,INDONESIA VS MYANMAR SEA GAMES 2017 (BAWA MEDALI PERAK PULANG): http://youtu.be/EkZxKpDs6e4?a melalui @YouTube,SEA GAMES
647,647,647,neutral,kuala lumpur 2017 29th sea games juara 3. full time. indonesia 3-1 myanmar 22 'than paing <url>,sea games,KUALA LUMPUR 2017 29TH SEA GAMES JUARA 3. FULL TIME. INDONESIA 3-1 MYANMAR 22' THAN PAING https://www.instagram.com/p/BYYfXK3jFbS/,SEA GAMES
648,648,648,neutral,rezaldi's spectacular goal | indonesia 3 vs 1 miyanmar | sea games 2017 <url>,sea games,Gol spektakuler Rezaldi | INDONESIA 3 VS 1 MIYANMAR | SEA GAMES 2017 https://www.instagram.com/p/BYYfVXFAb9R/,SEA GAMES
649,649,649,neutral,"the 2017 sea games volleyball athletes make makin ngenes singles, see the photos <url>",sea games,"Pasangan Atlet Voli SEA Games 2017 ini Bikin Jomblo Makin Ngenes, Lihat Foto-fotonya https://goo.gl/fb/7nahfm",SEA Games
650,650,650,neutral,who wins sea games 2017?,sea games,Siapa menang Sea Games 2017?,Sea Games
651,651,651,neutral,[update] register for 2017 sea games tenth day medal <url>,sea games,[Update] Daftar Perolehan Medali Hari Kesepuluh SEA Games 2017 http://ift.tt/2wPpXLA,SEA Games
652,652,652,neutral,indonesia successfully seizes bronze medal in 2017 sea games football event <url> <url>,sea games,Indonesia Berhasil Merebut Mendali Perunggu dalam Ajang Sepak bola SEA Games 2017 http://dlvr.it/PjQN4Y http://pic.twitter.com/4qVzMLX7Xt,SEA Games
653,653,653,neutral,"not just football, sports in general. look at how this united msians sea game. after you finish it will break again hahahahahahahaha <url>",sea games,"not just football, sports in general. tengoklah how united msians masa sea games ni. after habis nanti pecah balik hahahahahahahaha https://twitter.com/olivBangau/status/902550608921608192",sea games
654,654,654,neutral,malaysia goalkeeper blunder and lose from thailand 0-1 in final sea games 2017: <url> via @youtube,sea games,Kiper Malaysia Blunder dan Kalah dari Thailand 0-1 di Final Sea Games 2017: http://youtu.be/_T1xvIkvcDo?a melalui @YouTube,Sea Games
655,655,655,neutral,"failed in the afc u-23 cup qualification, failed to win the 2017 sea games gold. one more target, the 4th 2018 asian games. your opinion about luis milla?",sea games,"Gagal di Kualifikasi Piala AFC U-23, gagal raih emas SEA Games 2017. Satu target lagi, 4 besar Asian Games 2018. Opini Anda soal Luis Milla?",SEA Games
656,656,656,neutral,adam nor azlin and azam azih for me unsung hero in the sea games ni ni bright future ahead,sea games,Adam Nor Azlin and Azam Azih bagi aku unsung hero pada Sea Games kali ni Bright future ahead,Sea Games
657,657,657,neutral,"ok, let's go up the sea games album.",sea games,Ok lps ni kita up album sea games .,sea games
658,658,658,neutral,"losing wins is common in matches, sea games is formed to unite brotherhood especially in southeast asia, you understand <url>",sea games,"Kalah menang itu biasa dalam pertandingan, Sea Games di bentuk untuk pemersatu persaudaraan khususnya di Asia Tenggara, anda mengerti https://twitter.com/AzimRidzuan_/status/902550074605027329",Sea Games
659,659,659,neutral,also happy about thailand's victory at the sea games. thank you thailand,sea games,Turut bahagia atas kemenangan Thailand di ajang SEA Games . Thank you Thailand,SEA Games
660,660,660,neutral,"because andik will go back to indonesia, i reserve adam to be the captain of selangor when i impress you very much with him at the sea games.",sea games,"Oleh kerna Andik bakal pulang ke Indonesia, saya mencadangkan Adam untuk jadi kapten Selangor kerna impress bangat sama dia di Sea Games ni.",Sea Games
661,661,661,negative,"the sea games have not been carefully studied, but the thai flag can be exchanged",sea games,event sgedek sea games tk teliti waduh masa sih bendera thai bisa tetukar,sea games
662,662,662,neutral,"suicide calculated, evan dimas canceled bepe and patrich wanggai's goals record at sea games <url> -patrich-wanggai-in-sea-games # seagames2017 <url>",sea games,"Dihitung Bunuh Diri, Evan Dimas Batal Samai Rekor Gol Bepe dan Patrich Wanggai di SEA Games https://bolalob.com/read/62645/dihitung-bunuh-diri-evan-dimas-batal-samai-rekor-gol-bepe-dan-patrich-wanggai-di-sea-games  #SEAGames2017 http://pic.twitter.com/di0uHi69IQ",SEA Games
663,663,663,neutral,e sport is worthy of the sea games in malaysia without all the gold.,sea games,E sport patut ada kat sea games ni Malaysia bleh tapau semua emas.,sea games
664,664,664,neutral,'out of allegation' this turns out the cause of indonesia lose malaysia's opposition in the 2017 spring sea games: <url> via,sea games,'Diluar Dugaan' Ternyata Ini Penyebab Indonesia Kalah Lawan Malaysia Di Semi Final Sea Games 2017: http://youtu.be/S9PasS0Odlw?a via,Sea Games
665,665,665,neutral,jom wan training ball. there are more times when we play sea games,sea games,jom wan training bola. Ada masa lagi kita nk main sea games ni,sea games
666,666,666,neutral,sea games rubbish <url>,sea ​​games,Jenaka sampah sea games http://pic.twitter.com/c9OoMVJuiQ,sea games
667,667,667,neutral,[update] register for 2017 sea games tenth day medal | <url> <url>,sea games,[Update] Daftar Perolehan Medali Hari Kesepuluh SEA Games 2017 | http://SERUJI.CO.ID https://seruji.co.id/olah-raga/sea-games-29/update-daftar-perolehan-medali-hari-kesepuluh-sea-games-2017/,SEA Games
668,668,668,neutral,"malaysian results vs. thailand, sea games soccer final 2017: thailand lead <url>",sea games,"Hasil Malaysia Vs Thailand, Final Sepak Bola Sea Games 2017: ThailandMemimpin http://internetmarketing.freedombucks.ws/hasil-malaysia-vs-thailand-final-sepak-bola-sea-games-2017-thailand-memimpin/",Sea Games
669,669,669,neutral,whatever thailand coach can still champion sea games because the thai federation is advancing the positions of intelligent members ... <url>,sea games,Apapun Pelatih Thailand Tetap Bisa Juara Sea Games Karena federasi thailand maju para jabatan anggota cerdas... http://fb.me/3pS153SQv,Sea Games
670,670,670,positive,why is sea games this time? 1. as a role &amp; support for social media viral social media 2. the following play in the homeland,sea games,Kenapa sea games kali ni power? 1. Sbb peranan&support kat media sosial viral sokmo 2. Sbb kelebihan bermain di tanah tumpah darah sendiri,sea games
671,671,671,neutral,"ha ha ha ha. tau takpe. that's another big game from final sea games. nak, i didn't get to improve in less than a week",sea games,Hahahaha. Tau takpe. Itu lagi game besar dri final sea games ni. Nak tak nak kena improve dalam masa tak sampai seminggu ni,sea games
672,672,672,neutral,"to make the body look like playing in kl sea games 2017, there is a higher stage to perform later; 2018 afc u23 championship! <url>",sea games,"Biar buat silap bodo n main bangang di KL Sea Games 2017, ada pentas yang lebih tinggi untuk perform later; 2018 AFC U23 Championship! https://twitter.com/HarithIskander/status/902548307037249536",Sea Games
673,673,673,neutral,"the kings in their kings are ... of 29x sea games in the football branch, get 16x gold, silver 4x ... very superior",sea ​​games,"Raja di Raja mereka yak .. dari 29x sea games cabang sepakbola, dapet emas 16x, perak 4x ... superior sangat~",sea games
674,674,674,neutral,indra sjafri shows indonesian u-19 national team tactics to fight myanmar the 2017 sea games event has indeed been ... <url>,sea games,Indra Sjafri Matangkan Taktik Timnas Indonesia U-19 untuk Melawan Myanmar Ajang SEA Games 2017 memang telah... http://fb.me/1fVIMavtb,SEA Games
675,675,675,neutral,"monitored during the 2017 sea games, seven indonesian players have the opportunity to go to the malaysian league <url> via @bolasportcom",sea games,"Dipantau Selama SEA Games 2017, Tujuh Pemain Indonesia Berpeluang ke Liga Malaysia http://short.bolasport.com/Mav3o via @bolasportcom",SEA Games
676,676,676,neutral,"which is where komplen malaysia loses its gathering around, kid select team for next sea games, people must be able to win.",sea games,"yang mana komplen malaysia kalah tu meh gather around, nak select team untuk next sea games , korang mesti boleh juara.",sea games
677,677,677,neutral,"start the sea games 2017 until the soccer game. i serve anyway, bro. korea throws the edge away. hehe",sea games,Start je Sea Games 2017 sampai games bola sepak tadi. Aku layan toh ja. Korea buang tepi dah. Hehe,Sea Games
678,678,678,neutral,"sea games soccer finals 2017: malaysian players print goals, thailand champion, karma? <url> <url>",sea games,"Final Sepakbola SEA Games 2017: Pemain Malaysia Cetak Gol, Thailand Juara,Karma? http://rideralam.com/2017/08/29/final-sepakbola-sea-games-2017-pemain-malaysia-cetak-gol-thailand-juara-karma/  http://pic.twitter.com/8STJ1rbfwp",SEA Games
679,679,679,neutral,"tahniah malaysian soccer team. all of you have struggled after good. god willing, our next sea games will fight again for gold!",sea games,Tahniah team bola sepak Malaysia. Kamu semua sudah berjuang sehabis baik. Insya Allah next Sea Games kita berjuang lagi bagi merebut emas!,Sea Games
680,680,680,neutral,"so, you know, malaysia can get you all silver medals in sea games 2017 !!",sea games,So tahniah la Malaysia dapat Mak/Bapak Segala Pingat Perak dalam SEA GAMES 2017!!,SEA GAMES
681,681,681,neutral,"okay, she's at sea games, but sitting at the house playing twitter, the guy from haha, <url>",sea games,"Okay la atleast dia kat Sea games , tk duduk rumah main twitter lepastu kondem orang HAHA https://twitter.com/UvuvwevwevOssas/status/902532983801790464",Sea games
682,682,682,neutral,"eh, i don't want to crawl sham, may you start training for next sea games, i can't buy expensive tickets, you can't play",sea ​​games,eh jgn smpai merangkak sham dh bolehla start training sikit2 utk next sea games aku snggup beli tiket mahal nak tgk kau main,sea games
683,683,683,neutral,catet! the examination will come out about sea games. <url>,sea games,Catet ! Ujian penjaskes bakal keluar soal sea games . https://twitter.com/bola_indonesia/status/902550317182590976,sea games
684,684,684,neutral,"congratulations coach @luismillacoach for bronze medal, ... next time 2019 sea games gold medal :)",sea games,"Congrat coach @Luismillacoach for mendali perunggu,.. Next time Medali Emas in Sea Games 2019 :)",Sea Games
685,685,685,neutral,"busy malaysia this month. sea games again, national day again, highway pilgrimage. busy busy.",sea games,"Busy Malaysia bulan ni. Sea games lagi, national day lagi, raya haji pulak tu. Busy busy.",Sea games
686,686,686,neutral,"thai young squad for sea games is an old scout. 2, 3 years off. tactical, technical, potential and abilities player itself",sea games,"Skuad muda THAI tuk SEA games ni orang dah scout lama. 2, 3 tahun lepas. Taktikal, teknikal, potential and abilities player tu sendiri",SEA games
687,687,687,negative,events like sea games are not thorough -_- have it,sea ​​games,Event sebesar sea games tak teliti -_- haduh,sea games
688,688,688,neutral,&quot;2017 sea games: suicide goals bring thailand to gold medal&quot; <url>,sea games,""" SEA Games 2017: Gol Bunuh Diri Bawa Thailand Raih Medali Emas"" http://ift.tt/2iEYjL8",SEA Games
689,689,689,neutral,"bye, miss the ball. sea games for next week, sis x moves on from gold netball. sad ... @izyansyamw @ anafarhana29 @farihapattinson @anazizan",sea games,"Dah, lupakn bola. Sea games nk hbis da esk,sis x move on lg dr gold netball. Sedihnya.. @IzyanSyaMW @anafarhana29 @FarihaPattinson @AnAzizan",Sea games
690,690,690,neutral,"(2017 sea games) families fly to kuala lumpur, jonatan: i add spirit <url> spirit <url>",sea games,"( SEA Games 2017) Keluarga Terbang ke Kuala Lumpur, Jonatan : Saya Tambah Semangat http://bolabanget.id/teaser/765438/sea-games-2017-keluarga-terbang-ke-kuala-lumpur-jonatan-saya-tambah-semangat  http://pic.twitter.com/81axkHGdc0",SEA Games
691,691,691,neutral,"that's it. first touch amirul plg this sea games. but if bto2 can hit front two near mid, fuhh",sea games,"Haa tu la. First touch amirul plg terok sea games ni. Tp kalau btoi2 dpt ngam depa dua2 dekat mid, fuhh",sea games
692,692,692,neutral,"however, it is not necessary to repeat for the next two years sea games. <url>",sea ​​games,Dah2 la tu jgn ulangi lagi untuk sea games 2 tahun akan datang. https://twitter.com/era_fm/status/902547323024064512,sea games
693,693,693,neutral,"syafiq, ahmad dkt league, is united, the sea games are not enough",sea games,"Syafiq ahmad dkt liga m padu, sea games ni kurang sikit",sea games
694,694,694,neutral,connect the next day with the sea games ps,sea games,Sambung besok pulak sembang psl sea games ni,sea games
695,695,695,neutral,winning sea games balls continues to improve the economy. najib take note. <url>,sea games,Menang bola Sea Games terus improve ekonomi. Najib take note. https://twitter.com/501awani/status/902550073434705920,Sea Games
696,696,696,neutral,"profile of a number of putri indonesia futsal national team players who won bronze medals at the 2017 sea games, | ketum ffi mr. @hary_tanoe",sea games,"Profil beberapa pemain Timnas Futsal Putri Indonesia yang meraih medali Perunggu di ajang SEA Games 2017, | Ketum FFI Bpk @Hary_Tanoe",SEA Games
697,697,697,neutral,"when indonesia slumped, malaysia won 140 gold, making sure the sea games champions: host malaysia succeeded <url> | #infori",sea games,"Saat Indonesia terpuruk, Malaysia raih 140 emas, pastikan juara SEA Games : Tuan rumah Malaysia berhasil http://dlvr.it/PjQHLB | #infoRI",SEA Games
698,698,698,neutral,"2001 to 2017, 16 years, so 2033 sea games will take effect again, this tragedy, when you become pm, you don't know <url>",sea games,"2001 ke 2017 , 16tahun, so 2033 punye sea games plk akan berlaku lagi tragedi ni, time tu anep jadi PM, takbir allahu https://twitter.com/otdrsjk/status/902526015594913792",sea games
699,699,699,negative,"the sea games football final doesn't have a blast, it's still cute indonesian national team with its beautiful goals.",sea games,"Final Football Sea Games ngga ada gregetnya blas, masih cakep Timnas Indonesia dg gol-gol cantiknya.",Sea Games
700,700,700,neutral,malaysia goalkeeper silly blunder in 2017 final sea games <url> via @youtube,sea ​​games,Blunder konyol kiper malaysia di final sea games 2017 https://youtu.be/9tpCVh6lmmg via @YouTube,sea games
701,701,701,neutral,lek gais malaysia is busy winning sea games. someone feels like the dock isn't in the cave,sea games,Lek gais malaysia asyik menang jek sea games . Diorang nak merasa gak dok dalam gua,sea games
702,702,702,neutral,surely all post mortem for sea games is a reference for sukma perak xix 2018 next year ... the pny paperwork is no longer ready,sea games,Pasti segala post mortem utk sea games ni jadi rujukan utk SUKMA Perak XIX 2018 next year..abam pny paperwork tak siap lagi,sea games
703,703,703,neutral,shapely and indonesian rupawati at 2017 sea games on the latest new spot trans 7: <url> via @youtube,sea games,Rupawan dan Rupawati Indonesia Di Sea Games 2017 On The Spot Trans 7 Terbaru New: http://youtu.be/uzAUYstc_Ig?a via @YouTube,Sea Games
704,704,704,neutral,you can forget about sea games and move on to hw too,sea games,Nmpknye dah boleh lupakan sea games dan move on ke hw pula,sea games
705,705,705,neutral,"worthy of the final is something that is amazingly act, based on msia's situation before sea games started. applause for the boys guys #masvstha",sea ​​games,"Layak ke final suatu bnda yg sngt mengagumkan act , based on msia's situation bfore sea games started . Applause for the boys guys #MASvsTHA",sea games
706,706,706,neutral,highlights - singapore u22 vs malaysia u22 1 - 2 sea games kuala lumpur 2017: <url> via @youtube,sea games,Highlight - SINGAPORE U22 VS MALAYSIA U22 1 - 2 SEA GAMES kuala lumpur 2017: http://youtu.be/fkeNaT1Z7j0?a via @YouTube,SEA GAMES
707,707,707,neutral,"defeat host malaysia, thailand maintain sea games gold medal! <url> <url>",sea games,"Kalahkan Tuan Rumah Malaysia, Thailand Pertahankan Medali Emas SEA Games ! http://bolabanget.id/teaser/765414/kalahkan-tuan-rumah-malaysia-thailand-pertahankan-medali-emas-sea-games  http://pic.twitter.com/3mK0iw0iSS",SEA Games
708,708,708,neutral,the best sea games goal 2017 <url> tatus / 902530723067830273,sea games,Gol terbaik sea games 2017 https://twitter.com/SuporterTVFC/s tatus/902530723067830273,sea games
709,709,709,neutral,"indonesia pacifies gold at sea games 2017, menpora post-office <url>",sea games,"Indonesia Paceklik Emas di Sea Games 2017, Menpora PasangBadan http://internetmarketing.freedombucks.ws/indonesia-paceklik-emas-di-sea-games-2017-menpora-pasang-badan/",Sea Games
710,710,710,neutral,what's more special in sea games 2017 indonesian national team managed to defeat myanmar! do you know myanmar? it's a country that likes to kill people!,sea games,Yang lebih spesial di sea games 2017 timnas indonesia berhasil mengalahkan myanmar! Tahukan myanmar? Itu negara yg suka ngebantai orang!,sea games
711,711,711,neutral,"in the past, kid gathered players too badly. saturated oks call. with sea games, lps we are eliminated early. #masvstha",sea ​​games,"Masa mula2 dulu , nak kumpul pemain pun payah . Jenuh OKS panggil . Dgn sea games lps kita tersingkir awal . #MASvsTHA",sea games
712,712,712,neutral,quite a lot of malaysian gold. so next sea games can be 1 ++ more malaysian gold,sea games,Pelik jugak banyak nya emas malaysia. So next sea games boleh 1++ lagi emas malaysia,sea games
713,713,713,neutral,did well. make the best for the sea games 2019. #teammas # teambolabepakb22 #kitasamahero,sea games,Did well. Buat yang terbaik untuk Sea Games 2019. #TeamMAS #TeamBolaSepakB22 #KitaSamaHero,Sea Games
714,714,714,neutral,indonesia vs myanmar 3-1 indonesia medal perunggu sea games 2017: <url> via @youtube,sea games,INDONESIA VS MYANMAR 3-1 INDONESIA MEDALI PERUNGGU SEA GAMES 2017: http://youtu.be/SYKXwZJVKYE?a via @YouTube,SEA GAMES
