,Username,Keyword,Tweet,Sentiment,Overal Sentiment,Unnamed: 5
1159,ustadtengkuzul,Amerika,saya pernah ke Amerika dan Eropa. Banyak sekali di Kota2 penting di sana pakai pohon palsu. bahkan ada yg pakai lampu2 warna warni. apa anehnya? toh pohon2 asli di Jakarta sdh banyak juga. meskipun gubernur sebelumnya sdh banyak menebanginya pula.,Positive,,
1160,ustadtengkuzul,Amerika,"Rupiah Melemah Lagi Terhadap Dollar Amerika Menjadi Rp 14.200. Sementara Ringgit Malaysia dan Baht Thailand Masih Kuat Nasibnya. ""Tidak Apa, Kita Sabar Kok Pak. Kalau Setahun Lagi Saja Sampai April 2019, In Sya Allah Kami Sabar..."" Kepada Keluarga BI Sela",Positive,,
1161,ustadtengkuzul,Amerika,Semua Raksasa yg Kuat Tapi Arogan Akan TUMBANG. Lihat Jalut yg Perkasa Tumbang Hanya krn Diketapel Seorang Remaja Laki2 Bernama Daud Alaihissalam. Raja Cina Tumbang Oleh Pemburu Padang Rumput Mongol. Super Power Inggris Tumbang Oleh Sekelompok Petani Amer,Neutral,,
1162,ustadtengkuzul,Amerika,"Cadangan Devisa yg Hanya Sekitar 100-an Milyar Dollar Amerika , Serta Intervensi Bank Indonesia Hanya Senilai 6 Milyar Dollar, Rasanya Lemah Sekali utk Menahan Nilai Tukar Rupiah Terhadap Dollar untuk Tidak Anjlok Menuju ke Rp15.000 Para Pejabat Diminta J",Positive,,
1163,ustadtengkuzul,Amerika,"Amerika nyerang Libya, Iraq, Somalia. Russia Nyerang Afganistan. Israel Nyerang Palestina.... menurut Anda bagaimana?",Positive,,
1164,ustadtengkuzul,Amerika,"Berita palsu. Majalah TIME saja sdh dihukum denda oleh pengadilan amerika krn memberitakan berita Palsu, bahwa pak harto dan keluarga korupsi. Baca berita saja salah. Memang kasihan.... sungguh patut dikasihani...",Positive,,
1165,ustadtengkuzul,Amerika,Hehe kayak pernah saja ke negara2 islam. Di saudi barang ditumpuk dipinggir jalan tdk ada maling. Di dubai di kuwait di bahrain di qathar tdk ada pajak. Tdk ada maling. Tdk ada pelacur jalanan. Tdk ada rumah judi. anda bilang berantakan? Di amerika dll pe,Neutral,,
1166,ustadtengkuzul,Amerika,"Presiden Amerika Donald Trump Memperketat Masuknya Tenaga Kerja Asing Utk Melindungi Warga Negaranya. Di Sini Malah Tenaga Kerja Asing Mesti DIPERMUDAH...! Bahkan Ada yg Bilang Tenaga Kerja Lokal Tdk Mampu utk Kerja Proyek Milyaran. Jatiluhur, Semua Tol, ",Positive,,
1167,ustadtengkuzul,Amerika,BUNGKAM???? Saya keliling di 17 Negara Bagian Amerika Serikat dan Canada Menjelaskan ISIS dan Menolaknya. Ente Bilang BUNGKAM...?,Positive,,
1168,ustadtengkuzul,ISIS,astaghfirullah al 'adzhim... Syekh Yusuf Qordhowi disebut manusia ini pimpinan ISIS ... Semoga Allah beri hidayah manusia satu ini...,Negative,completely opposing,
1169,ustadtengkuzul,ISIS,Ente penggemar dan Pendukung ISIS ? Dan merasa PINTAR? OUT dari Twiter Saya...!,Negative,,
1170,ustadtengkuzul,ISIS,ISIS ADA. Siapa Bilang tdk Ada? Tapi yg membentuk Siapa? Senjata nya Darimana? Kenapa yg mereka BUNUH banyak Umat Islam Juga? Ada banyak Tangan Kotor bermain di Sana.,Negative,,
1171,ustadtengkuzul,ISIS,Siapa fanatik dgn ISIS ? Ente fitnah Sampah. Saya wasekjen MUI Pusat 2 Priode. Sadarlah anda. MALU menfitnah. Atau Sdh tdk Punya malu?,Negative,,
1172,ustadtengkuzul,ISIS,BUNGKAM???? Saya keliling di 17 Negara Bagian Amerika Serikat dan Canada Menjelaskan ISIS dan Menolaknya. Ente Bilang BUNGKAM...?,Negative,,
1173,ustadtengkuzul,ISIS,Jadi ISIS Sdh Jelas Bukan Islam. Mereka MERUSAKKAN Islam ke Seluruh Dunia. Tdk Ada Muslim yg WARAS yg Tek Mengutuk ISIS ... Wallahu Musta'an...,Negative,,
1174,ustadtengkuzul,ISIS,"ISIS Sengaja utk MERUSAK Islam. Yg Membentuknya Bkn Kaum Muslimin. Senjatanya bkn Buatan Muslim. Yg Dibom dan Dibunuhnya Kaum Muslimin, Ahli sunnah. Sering Masjid yg Dianiaya ISIS Zalim. Belum Terdengar ISIS Menghancurkan Kuil, Wihara, atau Tempat Ibadah ",Negative,,
1175,ustadtengkuzul,ISIS,Sebaliknya Saat Mereka Menuliskan ISIS Tidak Ada yg KELOJOTAN. Artinya Pengikut ISIS di Negara Ini NIHIL. Tdk Spt KOMUNIS Langsung KELOJOTAN pic.twitter.com/FmPZbPKAsf,Negative,,
1176,ustadtengkuzul,ISIS,2. Kemudian Diganti Kesatuan Lain yg Lebih Professional dan Teraudit Uangnya. Enaknya Saja Memelintir Kami Pro ISIS ! Terorisme Musuh Bersama,Negative,,
1177,ustadtengkuzul,HTI,2019 ganti rezim juga hilang kehebohan yg sengaja diciptakan itu... Dulu zaman pki jaya MASYUMI juga dianggap musuh yg NYATA. Dibubarkan juga. saya bukan anggota HTI . Mau bubar mau apa kek tdk ada urusan. Jika sesuai UU kami umat Islam pasti taat. Yg ANT,Neutral,leanly opposing,
1178,ustadtengkuzul,HTI,HTI belum terbukti MAKAR spt PKI. Mestinya Mrk berhak membela diri di Pengadilan sesuai dgn UU Lama. Bkn Seenaknya DIBUBARKAN pakai PERPPU,Neutral,,
1179,ustadtengkuzul,HTI,"Utk Mendakwa Orang Diperlukan 2 Alat Bukti. Apakah Ada Bukti2 HTI Anti NKRI, Pancasila, dan UUD 1945? Bagaimana Bisa Menindak Jika Blm Ada?",Neutral,,
1180,ustadtengkuzul,HTI,HTI Itu Ormasy Resmi di Republika Ini. Ada Izin dari Kemhumkam dan Ham. Bukan GEROMBOLAN yg Tdk Jelas. Mrk BERHAK Membuat Seminar. Dipantau.,Neutral,,
1181,ustadtengkuzul,FPI,Bisakah Rekan Rekan Anggota FPI Selurih Indonesia Mencari Manusia Ini. Dan Tanyai Dia Apa Maksudnya Mengeluarkan Kata Kata Biadab Seperti Ini...? pic.twitter.com/Jx4QxQX0VQ,Neutral,leanly opposing,
1182,ustadtengkuzul,FPI,tunggu saja hasil pemilu... tdk usah panjang debat. dan ente pakai akal yg sehat. ala pernah ente lihat saya ikut demo...? saya ini bukan anggota fpi dll. saya wasekjen mui terpilih di munas mui di surabaya utk kedua kalinya. paham? ketua fatwa al Ittihad,Negative,,
1183,ustadtengkuzul,FPI,Kau bilang ajaran agama BIADAB. Cabut TIDAK? aku tdk mau panjang2 debat. Kalau kau tdk cabut KU SERAHKAN Polisi biar polisi yg urus. Kau jelaskan di polisi saja dan pada kawan kawan FPI . TITIK...!,Negative,,
1184,ustadtengkuzul,FPI,Kalau kau tdk cabut kata kata BIADAB pada twit mu. Saya akan serahkan pd penegak hukum dkk FPI . Bagaimana...?,Negative,,
1185,ustadtengkuzul,FPI,"Oo....Jadi yang Selama Ini Memaki2 FPI dan Ulama Serta Tokoh Islam Itu Org2 Bayaran Tho? Polisi, Ditunggu Kegencarannya Mengungkapkan Semua! pic.twitter.com/Nk2SoYxW87",Negative,,
1186,ustadtengkuzul,FPI,"Mereka Memviralkan Foto Anggota FPI yg Bertato. Apa Mrk Lupa, Bahwa Hidayah Menyentuh Siapa Saja yg Allah Pilih Lupa Sejarah Sayyidina Umar?",Neutral,,
1187,ustadtengkuzul,KPK,"KPK :""Kalau Uang Diberikan kepada PARTAI , maka Itu Bukan Gratifikasi. Bukan KORUPSI..."" Wah, Bapak Membuat Telah Membuat Malu Mereka yg Sudah Teriak2 Sampai Suaranya Terdengar ke Dasar Kolam. Kalau Mereka Punya Malu, Hari Ini Keluar Kolam Pakai Topeng Me",Positive,completely supportive,
1188,ustadtengkuzul,KPK,"kok jadi ngawur dan kalap ya? bukan soal wajib makruhnya lapor KPK . Masalah nya permyataan sdh Libatkan KPK padahal dibantah KPK tdk ada. Nah, langsung Mention pak @jokowi minta beliau jelaskan kenapa banyak yg sewot ya? Mrk dan anda itu apanya beliau si",Neutral,,
1189,ustadtengkuzul,KPK,"Pak @jokowi Katakan Telah Libatkan KPK dlm Masalah Capres. Jubir KPK Tegas Membantah;""Tdk Ada Surat Masuk Ttg Itu"" Tdk Mungkin Keduanya Salah atau Keduanya Betul. Klarifikasi Balasan dari Pak Jokowi PENTING Demi Kewibawaan Jabatan Beliau Yg Heboh di TL In",Neutral,,
1190,ustadtengkuzul,KPK,"Jubir KPK Mengatakan:"" KPK Tdk Ada Dilibatkan dlm Tentukan Cawapres, dan Tdk Ada Permintaan Cek Rekam Jejak Cawapres. Hal yg Sangat Penting Sekarang: Pak @jokowi Wajib Menjelaskan Persoalan Ini ke Publik. Sekecil Apapun KEBOHONGAN Tdk Boleh Dibiarkan. Dus",Negative,,
1191,ustadtengkuzul,KPK,"KPK Mesti Jeli dan Berani. Kalau Operasi Tangkap Tangan Gencar Dilakukan, maka Perkara Suap dan Korupsi ""PAKAI KAKI"" Nampaknya Juga Harus Mulai Digencarkan. Masukkan ke BUI Para Pelakunya. Diduga Dalam Kasus RAKSASA Banyak yg Pakai Kaki utk Menyulap KASUS",Positive,,
1192,ustadtengkuzul,KPK,"Politikus PDIP Masinton Pasaribu Minta KPK Agar FOKUS Pada Nama2 yg Sdh Ada dlm Dakwaan e-KTP Saja. Kalau Nama2 yg Disebutkan Setya Novanto, Membuat Tdk Fokus. Dipandang dari Sudut Kamera Tidak Fokus Itu Berarti BURAM. ""Akan Membuat Kaget dan Menjadi Boom",Positive,,
1193,ustadtengkuzul,KPK,"Ya Tuhan....! Terungkap di Sidang KPK , Terdakwa Koruptor Perhubungan Laut Ternyata Gunakan Uang Korupsinya Untuk Biayai Pengamanan Presiden Jika Beliau Datang ke Acara ""Hubla"" Sebesar Rp 150 Juta Setiap Acara. Akankah MEREMBET...? #ungkaptuntas ! pic.twi",Neutral,,
1194,ustadtengkuzul,KPK,Ente Baca dong twit twit saya di sini Ttg KPK . Jgn Asal tulis saja. MALU dikit napa?,Neutral,,
1195,ustadtengkuzul,KPK,Korupsi Model Begini Cepat dan Lancar Digelar. Giliran E-KTP dan BLBI Dipanggil KPK Ngotot Ngeles Kasusnya SUMBAT Lama Banget. Nunggu 2019? pic.twitter.com/vHUp6xtDFD,Neutral,,
1196,ustadtengkuzul,KPK,Kita lihat saja nanti. Kalau Dukung KPK Saya 100% Dukung. Tapi APA Pemerintah nya Dukung? Wait and see!!,Positive,,
1197,ustadtengkuzul,DPR,alhamdulillah terimakasih DPR RI Semoga UU Baru berpihak kepada rakyat dan sesuai UUD 1945.,Neutral,leanly towards supportive,
1198,ustadtengkuzul,DPR,c juga @PDIPSumut dan @FPD_ DPR dan @NasDem @PKSejahtera @DPP_PPP @DPP_PKB,Neutral,,
1199,ustadtengkuzul,DPR,itu pengakuan Jonan sang menteri di depan DPR RI. Kurang shohih apa lagi...? sdh lah tdk usah repot membela orang lain. wong menterinya sendiri yg NGAKU kok Cuma HOA saja. Artinya Baru TUNANGAN belum tentu NIKAH.,Neutral,,
1200,ustadtengkuzul,DPR,justru berita itu dikutip dari keterangan (pemerintah) pak Jonan di DPR RI...,Neutral,,
1201,ustadtengkuzul,DPR,"BBM Naik Ketua DPR RI Sarankan Rakyat Naik Mobil Listrik. Sekali Charge Hanya Rp 15.000. Hemm... Naik Sepeda Malah Tidak Perlu Nge-Charge...! Negara Ini Semakin Luar Biasa, Penuh Komentar Ajaib. Dari Mulai Makan Keong, Makan Cacing, Rakyat Miskin Diet, Be",Positive,,
1202,ustadtengkuzul,DPR,Kepada @WikiDPR @Fraksi_PAN @FraksiPKB @FPKSDPRRI @FPD_ DPR @FPPP_DPRRI Apakah Sistem Token di PLN yakni Rakyat Bayar Uang Dulu ke PLN Baru Diberikan Pelayanan Bukan Sistem KAPITALIS yg BERTENTANGAN dgn UUD 1945? Jika Benar KAPITALIS Kenapa Kalian Diam Sa,Neutral,,
1203,ustadtengkuzul,DPR,"Ketua DPR RI Minta Intel Disebar ke Kampus. """"Selain Mengganggu Kenyamanan Suasana Belajar Mengajar di Kampus, Pernyataan Ini Sedikit Konyol"" Masak Nebar Intel Dipublikasikan di Media. Biasanya Intel Kerjanya SENYAP. Zaman Ini Intel Kerjanya ""Dipublikasik",Positive,,
1204,ustadtengkuzul,DPR,"Mengingat Ruwetnya Masalah e-KTP Sdh Semestinya DPR RI Membentuk Pansus e-KTP. Dan, Kalau Perlu Membuat Hak Angket. Kasus e-KTP Lebih Misteri dari Kasus Mpu Gandring. Mulai dari Korupsinya Melibatkan Tokoh2 Besar, Belum Tuntas, Sampai Jumlah 805 Ribu yg B",Negative,,
1205,ustadtengkuzul,DPR,Iyo apak... Tapi nan mengajukan draft UU itu ke DPR RI tetap pemerintah juo...,Neutral,,
1206,ustadtengkuzul,MPR,"Ketua MPR RI:"" Pancasila Bkn Palugada Utk Memukul Org Lain yg Berbeda Pandangan dan Partai. Siapa Merasa Paling Pancasila Harus Belajar Lagi",Negative,leanly opposing,
1207,ustadtengkuzul,MPR,Sudah dibantah Ketua MPR bahwa beliau TIDAK MERESMIKAN PATUNG. Syukurlah Jika Pemerintah Daerah yg TUTUP Patungnya. Itu Kuasa Mereka....,Positive,,
1208,ustadtengkuzul,MPR,Ketua MPR Klarifikasi Beliau Hadir pd Haul Kelenteng di Tuban Bukan MERESMIKAN PATUNG Dewa Kwankong yg Tdk Punya IZIN. Clear Pak Zulkifli. pic.twitter.com/r8jiSUzUUZ,Negative,,
1209,ustadtengkuzul,MPR,"Sbg Ketua MPR RI Mestinya Beliau Jeli Jgn Kecolongan Meresmikan Patung Kontroversi yg Tdk BERIZIN dan Didirikan Yayasan ""LIAR"" Tdk BERIZIN.",Negative,,
1210,ustadtengkuzul,trump,"Presiden Amerika Donald Trump Memperketat Masuknya Tenaga Kerja Asing Utk Melindungi Warga Negaranya. Di Sini Malah Tenaga Kerja Asing Mesti DIPERMUDAH...! Bahkan Ada yg Bilang Tenaga Kerja Lokal Tdk Mampu utk Kerja Proyek Milyaran. Jatiluhur, Semua Tol, ",Positive,leanly towards supportive,
1211,ArieKuntung,jokowi,Mantef.. RT @nganggur_tawa: #UpDateNyus Setelah Jokowi  & Megawati Makan di Warteg. akhirnya Jokowi ... http:// tmi.me/1ac3IT,Positive,,
1212,ArieKuntung,bu mega,maap mau anter bu mega dulu yak :) @de173k @ndaa17 @Fenitarie @septriasa_acha @Duran_valentino @Junitaaa @fas_muhammad,Positive,completely supportive,
1213,ArieKuntung,bu mega,"maap mau anter bu mega dulu :) RT @de173k "" @ndaa17 : Karoke gila smua terutama @ArieKuntung http:// tl.gd/f1r6pc",Positive,,
1214,ArieKuntung,sby,@bedu07 ke sby maleh biasa urusan negara he3x jam 1 udah blk jkt..,Positive,completely supportive,
1215,ArieKuntung,sby,@tataangelationz ke SBY ta..,Positive,,
1216,ArieKuntung,sby,@AmierMuhammad ha3x gw pikir SBY siip tengkiu man..,Positive,,
1217,ArieKuntung,sby,"@bayou_putra mas ari lasso seko Sby , ari sihasale seko ambon, Ari tulang seko toko daging, lha aku? Seko Prancis.. Hi3x (mbo yo percoyo)",Positive,,
1218,ArieKuntung,sby,"Uong sing ngetwit ke aku sing seko SBY , lah SBY ne seko cikeas lho?RT @icharahardjo : Lho, mas @ariekuntung iku wong suroboyo asli ta, mas? X",Positive,,
1219,ArieKuntung,sby,@Hendri_Winoto jiiiaah mang lu SBY ? Minggu dpn deg2an sih..,Positive,,
1220,ArieKuntung,sby,@ebithEBITH he3x tp ttp SBY susilo budi yanduk ttp jd presiden pembuangan sampah he3x,Positive,,
1221,ArieKuntung,sby,SBY terpilih sbgai presiden Indonesia SBB susilo bambang budianduk terpilih sbg presiden neraka hwee2x piss ye setaan..,Positive,,
1222,ArieKuntung,sby,Gw malah baru tau klo vincent.. Laki.. Maap lahir bathin sobRT @vincentrompies : Iya..saya jg baru tau kok presiden kita SBY !,Positive,,
1223,ArieKuntung,sby,"Klo pas adegan jgn kyk JK ""lbh cpt lbh baik"" ..ih mana enak?Miyabi GTLho.. RT @vjdaniel : RT LOL!! Hahhaha @n0pn0p :pasti sby dengan",Positive,,
1224,ArieKuntung,sby,"Brkt ke SBY apa brkt ke rmh SBY ?hr3xRT @rezerdewi : Tweecyn doakan kita(brinette,oma,and me)ya,yg mau brkt ke SBY naik",Neutral,,
1225,ArieKuntung,Islam,@dhylabayu divernya meluk islam ..,Neutral,neutral,
1226,ArieKuntung,Cina,Maap maksudnya Twittung jangan lupa nnton @tawasutracoy versi cina di Antv pkl 20.00 ya tq (revisi jamnya aja coy),Neutral,leanly towards supportive,
1227,ArieKuntung,Cina,Twittung jangan lupa nnton @tawasutracoy versi cina di Antv pkl 19.00 ya tq,Neutral,,
1228,ArieKuntung,Cina,@rinianiot ini dari cina sampe arab dicoba semua,Positive,,
1229,ArieKuntung,Indonesia,Mohon maaf lahir bathin Salam ukhuwah menanti.. Damai indonesia .. pic.twitter.com/ljcIQFr9sv,Positive,completely supportive,
1230,ArieKuntung,Indonesia,Teman2 merapat sebentar lagi Festival Hafidz Indonesia 2018 Live dr Sidoarjo 15:30 di @officialrcti nonton yaaa.. pic.twitter.com/xOfnR4mAqD,Positive,,
1231,ArieKuntung,Indonesia,Siapa yg akan dapet 50jt rupiah? Kriss hatta atau Ade Herlina? Saksikan sekarang di Match Game Indonesia hanya di @OfficialGTVID pic.twitter.com/8Nd27QokYm,Positive,,
1232,ArieKuntung,Indonesia,"INDONESIA BERSATU MEMBELA PALESTINA Selasa, 12 Desember 2017 Pkl. 08.30 - Dzuhur Masjid Raya Pondok Indah Info sms/WA :+62812 9590 7373 pic.twitter.com/moQqBIdrNx",Neutral,,
1233,ArieKuntung,Indonesia,Jgn lupa besok pg SHUBUH BERJAMAAH di masjid masing2 dan viralkan #merdekabersamaquran #syiarPersatuanIndonesia utk yg sayang indonesia,Positive,,
1234,ArieKuntung,Indonesia,Jgn lupa besok pg SHUBUH BERJAMAAH di masjid masing2 dan viralkan #merdekabersamaquran #syiarPersatuanIndonesia utk yg sayang indonesia,Positive,,
1235,ArieKuntung,Indonesia,HAYOO SHUBUH BERJAMAAH di hari kemerdekaan utk yg sayang Indonesia #merdekabersamaquran #syiarPersatuanIndonesia pic.twitter.com/u4lpkXRH25,Neutral,,
1236,ArieKuntung,Indonesia,"Hidup di indonesia ud 40th an,it used 2 be lovely,kangen keadaan disini save n get along each other again kyk 2-3 th lalu lah minimal",Positive,,
1237,ArieKuntung,Indonesia,"Si ""king"" penyumbang duit terbesar ke indonesia ,smtr negara2 lain cm berani nginvest/ngutangin yg jmlahnya jauh lbh kecil #ngayaljadiraja",Positive,,
1238,ArieKuntung,Indonesia,"Indonesia mrpkn pengguna sosmed terbesar di dunia,traffic terbanyak pd hari sabtu,disinilah the power of jomblo yg sebnarnya,selamat ya mblo",Neutral,,
1239,ArieKuntung,Indonesia,"Bener juga ya?untung aja indonesia merdeka th 1945, jd slogannya ""semangat 45"" coba klo merdeka th 1969? Bisa salah persepsi semangatnya",Neutral,,
1240,ArieKuntung,Indonesia,mulai hr ini jangan lupa untuk support film indonesia lu bakal liat @vollandvolt_ @corbuzier n @ckjessica gebug2an pic.twitter.com/nbZqTDe65i,Neutral,,
1241,ArieKuntung,Indonesia,"Ayo the Real ""Alif Lam Mim"" indonesia siapapun namamu jangan takut ngadepin beginian, n jangan terprovokasi ya teman2",Positive,,
1242,ArieKuntung,Indonesia,Makasih ya semuua RT @voapopnews : Hang out seru bareng sahabat @voapopnews dari Indonesia ... http:// tmi.me/1faeft,Positive,,
1243,ArieKuntung,Malaysia,Giliran Malaysia ikut menjadi saksi cinta Misbah.. lho? pic.twitter.com/VLDydOIP9P,Neutral,neutral,
1244,ArieKuntung,Malaysia,@radiokamek : pendengar @radiokamek di Malaysia sudah boleh dengar dan rekues lagu #nowplaying @ArieKuntung ARIE UNTUNG - MENCINTAIMU,Neutral,,
1245,ArieKuntung,Malaysia,"Makasih radio kamek malaysia @radiokamek : mendukung muzik serantau, kurang 15 minit dari sekarang, ... http:// m.tmi.me/1dHmSW",Neutral,,
1246,ArieKuntung,Malaysia,@michael_itto di malaysia bos,Neutral,,
1247,ArieKuntung,Malaysia,Skali lagi Gw harus akuin @vjdaniel jago juga jadi keeper malaysia .. Piss.. *kabuur,Neutral,,
1248,ArieKuntung,Malaysia,Tau kenapa pelatih malaysia udah bukan Raja Gopal lagi?Soalnya beliau uda tayang tiap sabtu jam 7 di trans7 uups itu Raja Gombal ya?,Neutral,,
1249,ArieKuntung,Malaysia,"AFF2010 jumlah gol Indonesia bertemu Malaysia 7-4 tp itulah permainan.. nasib kita sm spt argentina di WC2010,liat AFF2012,mdh2n blm kiamat",Neutral,,
1250,ArieKuntung,Malaysia,FIFA mndenda Malaysia US$40jt  &  larangan mngglar match 4th karena tindakan tdk sportif dalam Piala AFF (menaburi bubuk gatal & sinar laser).,Neutral,,
1251,ArieKuntung,Singapura,@Winotohendri ha3x ngga ada yg dtng bos resepsinya di singapura .. Eh singaparna..,Neutral,neutral,
1252,ArieKuntung,Filipina,"Filipina menang ganteng tapi indonesia menang semangat garuda, hidup beniqno.. Uups.. Mksd gw cristian gonzales hi3x",Positive,completely supportive,
1253,ArieKuntung,Amerika,@anggy_umbara RT @voaindonesia : Kolaborasi Arie Untung dan Anggy Umbara di Amerika : http:// youtu.be/dsDiqdVoKi4?a via @YouTube,Neutral,,
1254,ArieKuntung,Amerika,@3_themovie on @LAIFF_ORG RT @voaindonesia : Arie Untung dan @Fenitarie di Amerika : http:// youtu.be/dRDKeFQs9wg?a via @YouTube,Neutral,,
1255,ArieKuntung,Amerika,@donshredd dah on dari tadi lagi bantai pemain dr amerika niiih..,Neutral,,
1256,ArieKuntung,Amerika,Kmrin bro RT @andryars : Bg @ArieKuntung td di dubes amerika y..??,Neutral,,
1257,ArieKuntung,Amerika,@aiearifin glendel? Lu di amerika skrg?,Neutral,,
1258,ArieKuntung,Amerika,All american ngojek?eh bkn plesetan y?RT @jocelina22 : Semua Amerika Menolak #tebakbandtranslate @aqinomoto @t_ORASUDI_ro @ArieKuntung,Neutral,,
1259,ArieKuntung,ISIS,kepala kalo botak tuh isis ya angin terasa begitu dekat.. kuntilanak liwat mungkin bisa trasa spt terjadi gesekan sm lempeng tengkorak hrr..,Neutral,neutral,
1260,ArieKuntung,DPR,Kalo dijakarta mungkin ini seperti gedung DPR /MPR cuma bedanya ngga ada yg jual cermin sama helm aja pic.twitter.com/bOKJPRamM4,Positive,neutral,
1261,ArieKuntung,DPR,@franpoe lu twitteran? brarti bkn anggota DPR dong..,Neutral,,
1262,ArieKuntung,DPR,"@Hikma_RedDevils jangan juga.. Klo mrkanya nnton tawa sutra budi bisa jd ketua DPR .. Ha3x nah gw?mentri dalem negri, mau lu?",Negative,,
1263,ArieKuntung,DPR,Anggt DPR mestinya twitteran biar baca iniRT @ayatquran : Dan janganlah kamu berdebat(untuk membela)orang2 yang mengkhianati dirinya (4:107),Positive,,
1264,ArieKuntung,MPR,Kalo dijakarta mungkin ini seperti gedung DPR/ MPR cuma bedanya ngga ada yg jual cermin sama helm aja pic.twitter.com/bOKJPRamM4,Neutral,,
1265,ArieKuntung,trump,Untung trump pic.twitter.com/RCflUHDPkc,Neutral,neutral,
1266,ArieKuntung,obama,Mampir bentar ketempatnya Obama Irama.. 3 jam kemudian beliau pidato statement insiden paris.. pic.twitter.com/yYM6KMr4Nc,Positive,neutral,
1267,ArieKuntung,obama,Obama dah balik kapal induk msh ada ditanjung benoa.. Gw rasa pengawalnya pada berjemur dl kali ya? http:// lockerz.com/s/158376833,Neutral,,
1268,ArieKuntung,obama,"Terimakasih Yg udah ikutan ketawa n menangis nonton pintu kejutan sampe bela2in ngga nonton bang Oma ( Obama mksdnye),skr Mah sok atuh..",Neutral,,
1269,ArieKuntung,obama,@afrawanda ya ampun kirain.. Yaudah siapa tau ktemu obama pinggir jalan.. Semoga lancar sukses ya..,Positive,completely supportive,
1270,irfanhakim,jokowi,suka banget ama baju pengantin putra nya jokowi . akad maupun resepsi... klasik banget! sederhana tapi elegan.. sumpah! suka...,Positive,,
1271,irfanhakim,sandi,@sandi _soniQ @irFANatiks @CJRisCJR udah lewat hahahaha,Neutral,neutral,
1272,irfanhakim,sandi,@sandi _maulana14 @DT3rongShowID @Rina_Nose @ramzi_tebe haha pikarunyaeun,Neutral,,
1273,irfanhakim,sby,@Qirany_Leska rina tetep di sby ama ramzi,Neutral,leanly towards supportive,
1274,irfanhakim,sby,alhamdulillaaah mendarat dengan selamat dan ontime.. cusss langsung ke venue buat live DAMI indosiar jam 18.15. dari lapangan juanda sby,Positive,,
1275,irfanhakim,sby,@IrfanHakimFNS reuni akbar pak SBY dan temen2 akabri nya angkatan 1973,Positive,leanly towards supportive,
1276,irfanhakim,Islam,"""bicara islam ""... hari Rabu 24 juni 2015 jam 11.55 WIB di RCTI... (tayangan 7 menit yg insya alloh meng inspirasi) pic.twitter.com/mjBV1XxtGk",Positive,completely supportive,
1277,irfanhakim,Islam,@rahmawatisafri1 kata siapa gak noleh dalam islam . coba periksa lagi hadits nya. insya alloh saya tau agama kok...,Positive,,
1278,irfanhakim,Indonesia,Biarkan saksi bisu ini berbicara. kisah pejuang Indonesia bisa di Cek http://www. lemari1011.com #teruskansuarajuang pic.twitter.com/wslThV492H,Positive,completely supportive,
1279,irfanhakim,Indonesia,terharu melihat kemampuan hafalan al-Quran anak2 peserta Hafiz Indonesia ? mau ibadah umroh bersama mereka? yuk...!! pic.twitter.com/NBdmiSwIem,Positive,,
1280,irfanhakim,Indonesia,4 besar hafiz indonesia 2015 dan syeikh Abdullah khon dari Tajikistan. keberkahan tersendiri bisa kenal dekat dgn mrk pic.twitter.com/YV0F1Y08XY,Positive,,
1281,irfanhakim,Indonesia,hafiz Indonesia RCTI ... cinta al-Quran ... pic.twitter.com/tQnQJKKTLK,Positive,,
1282,irfanhakim,Indonesia,RAMADHAN bareng IRFAN.. 02.00 AKSI indosiar 05.30 bunga2hati RCTI 11.30 hafiz indonesia RCTI 16.00 AdaAdaAja GlobalTv pic.twitter.com/0LPaYOa2dz,Positive,,
1283,irfanhakim,Indonesia,diserbu wartawan... Ramadhan di RCTI.. Hafiz Indonesia 12.30 dan bunga2 hati 05.30.. bismillaaah pic.twitter.com/JxUqwdZWzu,Positive,,
1284,irfanhakim,Indonesia,@Kheshevtaa1803 diminta juga siiiiih... hehe tapi aku kan nge host di Hafiz Indonesia RCTI. nanti mulai Ramadhan jam 12,Positive,,
1285,irfanhakim,Indonesia,"alhamdulillaaaah ""Hafiz Indonesia "" jadi program anak2 dan animasi favorit di Panasonic Gobel Award 2015",Positive,,
1286,irfanhakim,Indonesia,"@IrfanHakimFans @RoroAny hari ini aku ijin nggak ""ada2 aja"" karena ada shoot hafiz indonesia , persiapan buat Ramadhan",Positive,,
1287,irfanhakim,Indonesia,@dheryani35 hafiz indonesia tayang nanti di sore hari di bulan Ramadhan. doakan lancar..,Positive,,
1288,irfanhakim,Indonesia,"hari ini..hari PERTAMA shoot Hafiz Indonesia 2015, hari PERTAMA D'terong show, hari PERTAMA bintang pantura. bismillaaah. insya alloh berkah",Positive,,
1289,irfanhakim,Indonesia,hari ini ijin gak ikut @AdaAdaAja_GTV dan @DAcademyID nya. karena harus ke Aceh.. doakan lancar yaaa. mau jemput peserta hafiz indonesia,Positive,,
1290,irfanhakim,Indonesia,makasih yg udah nonton The Dance Icon Indonesia SCTV... minggu depan nonton lagi yaaa.. pic.twitter.com/LInKAwgsDC,Positive,,
1291,irfanhakim,Indonesia,12.30 ada The Dance Icon Indonesia .. nonton yaaa,Positive,,
