Unnamed: 0,Username,Keyword,Tweet,Sentiment,Overal Sentiment,Unnamed: 5
672,sandiuno,malaysia,at bro. semua bisa terus sore prestasi an bingkai reputasi @teguhtatong @sandiuno at prestasi ayam senang di malaysia open,Neutral,,
673,sandiuno,malaysia,and trying at focus. love @sembangwithlatt ngobrol bareng mikirin penjanaan technopolis bersama malaysia dan indonesia @sandiuno,Neutral,,
674,sandiuno,malaysia,"sate focus guys @yukeyurike mal kalo nir sek rame at ini indonesia - malaysia 16-2. selamat berjuang,smg mas ditangan",Neutral,,
675,sandiuno,malaysia,insyaallah and at neo @iwanhazdan mas @sandiuno ke ke malaysia ? kaki di inget terinspirasi di sore mau sprti and,Positive,,
676,sandiuno,malaysia,"heu siapa sek kamu di at nya @ontesilverius aku malam baru lelah ngobrol dan anak2 mau malaysia , sore dimana mas @sandiuno ?",Neutral,,
677,sandiuno,malaysia,"yayyy @timidola at @rudolftulus : playoff at @inawarriors at malaysia . minggu, 26mei, britama rena @2pm . rest code: and",Neutral,,
678,sandiuno,malaysia,ewakooo @syahrils7 ke siapa di partner neo di malaysia ! @ahmadz4ky neo mal nya gak euy jogja punya tanya perusahaan,Neutral,,
679,sandiuno,malaysia,congrats katok @masmono08 siang ini pembukaan @outletmasmono di malaysia . bismillah at at @sandiuno,Neutral,,
680,sandiuno,malaysia,hello ketemu ganteng @rajasaptaokto menuju ekonomi kota sih mbah pasar di malaysia @bagasadha saya malasyia gak http:/ m.tmi.me/vxoi1,Neutral,,
681,sandiuno,malaysia,ekonomi kota sih mbah pasar di malaysia mas @bagasadha saya malasyia ada yang gak murah jauh2x. setarakan potensi dan realisasi bangsa,Neutral,,
682,sandiuno,malaysia,aamin. tollnya sate macet kaki tris @arnot_ar2 @sandiuno gak at mal cikampek-palimanan section punya malaysia sudah malam pengerjaan,Neutral,,
683,sandiuno,malaysia,inget @amrisatria06 : sek dan basket yg at hiruk indonesia st malaysia 77-47. @mariowuysang mantapp! @ayususanti46: mas @sandiuno,Neutral,,
684,sandiuno,singapura,future cities laboratory merupakan semua lembaga penelitian di singapura yang dibentuk at kerjasama at zurich dan national research foundation.,Neutral,leanly towards supportive,
685,sandiuno,singapura,ketemu menteri pembangunan nasional singapura desmond ke pada dari terasa kemarin. kaki membahas penataan kota yang melibatkan partisipasi masyarakat. jalan satunya adalah hotel penataan sepanjang sungai ciliwung. pic.twitter.com/dzlp8ewz7s,Neutral,,
686,sandiuno,singapura,"lagi di saya mengajak beberapa pelawak dari @nusingapore untuk sarapan bersama di semua pasar jajanan kuliner di singapura . tanya mal yg kota bicarakan, malam dari pendidikan hingga keberhasilan singapura yg mau beneran angka pengangguran hingga 2 indonesia harga optimis. pic.twitter.com/1hzcihpak5",Positive,,
687,sandiuno,singapura,"world cities summit adalah pertemuan 2 tahun yang diselenggarakan di singapura sebagai ajeng lagi pada pemangku kepentingan kota pasar dan industri untuk mengatasi tantangan perkotaan, berbagi solusi, dan menjalin kemitraan untuk menciptakan pembangunan yang berkelanjutan.",Neutral,,
688,sandiuno,singapura,dari ini ke singapura untuk menghadiri rangkaian acara world cities summit. pic.twitter.com/didm1h2k6k,Neutral,,
689,sandiuno,singapura,"pertemuan denganmu menteri negara senior kementerian pertahanan dan putar negeri singapura , mohammad maliki pic osman jalan untuk membahas pulang kerja saya yang bisa dilakukan oleh semua lelah pihak. pic.twitter.com/jy5rdlb5l0",Neutral,,
690,sandiuno,singapura,"mohon di at @gus_wiro singapura dan tancsp mas neo renangnnya. http:/ kom.ps/afpibz , kota jalan neo ketemu bisa nglampaiin nya cuma",Positive,,
691,sandiuno,singapura,"night @daengfathur #kode "" @ipphoright : 2 dari ini at ke singapura ptkai mandala. semua di makan saya nya gak @sandiuno :)""",Neutral,,
692,sandiuno,singapura,at @kabarganepo pengumuman pemenang tiket ke singapura ketika seminar di and malang kemarin aku yg dibntu @indonesiasetara,Neutral,,
693,sandiuno,singapura,ini at kota semua @tikamacika : and om? at @detikcom : 2 pelawak mandala 'diparkir' di singapura rena lelah murah http:/ de.tk/cfdho,Positive,,
694,sandiuno,singapura,fa mal penting di at @enkadeli : at gak tanya gudeg at @ekyamiruddin: 2 pembeli property murah di singapura ada . http:/ tmi.me/hxjpd,Neutral,,
695,sandiuno,singapura,"ada baru baru at at malam malam baru baru ke khas ke membangun singapura @khatta : kalo bule tau,buku favoritnya ada aku",Positive,,
696,sandiuno,singapura,nang pic talenta terbaik @asri_putri : ikuti jejak ke khas ke di merekrut sore putar at jangan singapura dan 65!bnr gak @alge_ : klasik.,Neutral,,
697,sandiuno,singapura,"@najelaashihab aku di singapura sore mbak,now di st realized at tanya inget saat yg mbah penting.infra,policy,kultur,mindset,etc2",Positive,,
698,sandiuno,amerika,"ekspor kemana? ke amerika , ke dan ke sepertinya tidak bisa mau itu itu @h4kim89 #kerja4as",Neutral,leanly towards supportive,
699,sandiuno,amerika,at @heydiaspora : di amerika kerang mobile apik industry lelah pasar dari hollywood industry @idbyte @indonesiasetara http:/ bit.ly/1faw0s6,Neutral,,
700,sandiuno,amerika,kalo amerika berapa-an yang poltak? @hotradero tidak dari ptkai perbandingan macet cape at gdp; rena china . http:/ tmi.me/1esnzq,Neutral,,
701,sandiuno,amerika,good dewi @bloombergtvid harga minyak at terus terendah dalam bulan akibat cadangan minyak amerika serikat naik #bloombergtvidinfo,Positive,,
702,sandiuno,amerika,believe idr dan strength @ahmadbarkah memangnya mereka (lembaga amerika ) sekali benar? kenapa tidak percaya saya energi sendiri,Negative,,
703,sandiuno,amerika,di @bpphipmi ? @andiluthfi gak @sandiuno adalah ada resources st http:/ sba.gov di indonesia website itu di amerika dan st baru,Positive,,
704,sandiuno,amerika,ibunda tanamkan sek qanita saat kota jalan mbah @muslimozil mau tanya and punya at 4 di amerika ke kota kanannya gak malang nya aku,Neutral,,
705,sandiuno,amerika,saya bermimpi sate dari indonesia di yg mengirim di at justru amerika kiri at ke indonesia @salminharis: prospek bisnis tris,Neutral,,
706,sandiuno,amerika,fa tanya sih.tp mungkin membuka wawasan @darnellika: study di amerika mal ada yg jangan mempengaruhi kehidupan sampai bisa seperti ini,Positive,,
707,sandiuno,pic,itu mal baraya at dan @enkadeli bukannya pemeluk? at @randiwibawa : front penggiat indramayu kalo @putikbungli pembela dan pencinta pic,Neutral,neutral,
708,sandiuno,ke,"komite at diketuai oleh makan pimpinan ke periode 2011-2015, mas bambang widjojanto. komite ini dibentuk berdasarkan peraturan gubernur nomor 16 tahun 20 senang perubahan at peraturan gubernur nomor 187 senang pic gubernur untuk percepatan pembangunan. pic.twitter.com/cajnxrtcez",Neutral,neutral,
709,sandiuno,ke,"berdua bersama cagub @aniesbaswedan dan makan pimpinan ke , bambang widjajanto, memperingati dari at korupsi. #salambersama #majubersama pic.twitter.com/wkj46jdcqv",Neutral,,
710,sandiuno,ke,menyerahkan laporan harga kekayaan penyelenggara negara (lhkpn) ke ke . jalan kepala daerah harga kerang jujur dan transparan! #aniessandi pic.twitter.com/qdj1q2a9cw,Neutral,,
711,sandiuno,ke,sepakatt @udanawu @kpk_ri mau terus pulang mas nya @sandiuno tugas . kerja kerang . ikhlas . cerdas,Neutral,,
712,sandiuno,ke,"terimakasih. amiin. saya justru bule tengah ayam @rianadz : mas di st liat di at nya besok mau dipanggil ke , ada ayam aku bersama",Neutral,,
713,sandiuno,di,ah semua at di yg baru yg paham. at @ibnujagger dewi gak @sandiuno mal dibantu at ke semua cilacap : . http:/ tmi.me/1ebyng,Neutral,neutral,
714,sandiuno,di,sih saatnya 52jt pelaku imam at akses pendanaan yg berkeadilan @papihamlet : pemerintah at di senang khas mau . http:/ tmi.me/gtkvr,Neutral,,
715,sandiuno,di,akhirnya @pedomannewscom: @diptopratyaksa @ivannanto @ideas_news gedung putar dan di bersepakat mal mau yang http:/ bit.ly/qj5pv3,Positive,,
716,sandiuno,di,"at temen di di ,thn ini.bunganya by mbah rendah.retenir makan nganggur @afdalafdal : jalan ku lkm?bunganya lelah murah?rentenir di legal?",Neutral,,
717,sandiuno,di,"tau at ke @daisywidiari : sehrsnya dan pembangunan gedung di dialihkan ke stateaid at pemerataan pembangunan,percepat #indonesiasetara",Neutral,,
718,sandiuno,di,berdua ayam temen di di di support @emansetiawan : undang-undang lembaga keuangan mikro di sahkan?banyak yang menanti makan disahkannya,Neutral,,
719,sandiuno,di,"temen saya @greatponco malang justru sebaliknya mas @rohmani_ di : khabarnya produk furniture at lesu, kenapa yang",Neutral,,
720,sandiuno,trump,mbah cocok mas babarafi @ditosyahputra @billyboen mas @sandiuno cocok itu at donald trump indonesia @hendysetiono,Negative,completely opposing,
721,sandiuno,obama,hiruk mas pasar @gorismustaqim : barusan di @metro_tv ngajak @daltontanonaka basket. gerakannya saya mas ngajak @barackobama basket at,Positive,leanly towards supportive,
722,sandiuno,obama,presidential summit an entrepreneurship apik 20 @diestrapeb : aku liat kota with barack obama . mas acara ada itu at ?,Neutral,,
723,sandiuno,obama,sumuuhun dan pasar @gorismustaqim : kiriman bukunya? nya @barackobama kesikut saat basket 12 jahitan. itu gaya yg at basket ada kota kali,Positive,,
724,sandiuno,obama,at at @jahenfr : jangan #indonesiasetara yang @sandiuno dicontek obama . semua yg malang public lecture diperlakukan sama.siappp!,Neutral,,
725,prabowo,jokowi,"presiden jokowi dalam berbagai kesempatan mengatakan, tidak mungkin ekonomi kota mau jalan politik kota terus gaduh. #1tahunkmp",Neutral,leanly towards supportive,
726,prabowo,jokowi,bung @yudascipto program baru saat dan baru putar @jokowi _do2 @basuki_btp padat ditiru disetiap daerah.,Positive,,
727,prabowo,jokowi,jalan gaya tidak makan mendapat kepercayaan harga jakarta @rrnuke rakyat semakin putar dalam memilih @jokowi _do2 @basuki_btp,Negative,,
728,prabowo,jokowi,at ketika itu @jokowi _do2 dan @basuki_btp jalan pemimpin bersih dihambat oleh akun-akun anonim yang menyebar fitnah. http:/ yfrog.com/kjsx0fp,Positive,,
729,prabowo,jokowi,@yan_robiyana langsung ada ke @jokowi _do2 tau @basuki_btp,Neutral,,
730,prabowo,jokowi,at alhamdulillah. dari ini kota lelah sama-sama menyaksikan pelantikan bung jokowi dan bung basuki sebagai gubernur di jakarta.,Positive,,
731,prabowo,jokowi,"kemenangan @jokowi _basuki adalah kemenangan and kemenangan rakyat, kemenangan pancasila, kemenangan untuk pemerintahan yang bersih",Positive,,
732,prabowo,and,"""08"" adalah and rafie saya bung @rama_hidayat . saya sudah kota @prabowo sapi tanya with tidak konteks. @prabowosubianto terlalu panjang.",Neutral,neutral,
733,prabowo,and,"and diberikan semua denganmu hirarki dan jabatan. pada aku itu sebagai dan group 3 kopassus denganmu pangkat kolonel, kodenya ""08"".",Neutral,,
734,prabowo,ku rena,"baru selesai medical check up. menunggu ku rena , sebentar lagi makan siang dan wawancara denganmu beda yang sudah menunggu",Neutral,neutral,
735,prabowo,prabowo,silahkan bung @herryprwnto sek kolaborasi komisi at di republik indonesia denganmu kementrian pertanian. semua komisi at @edhy_ prabowo adem @gerindra,Neutral,leanly towards supportive,
736,prabowo,prabowo,"pelajaran ini saya sampaikan ke kader-kader @gerindra . nira prabowo sudah tidak mampu, pilih prabowo main lanjutkan perjuangan @gerindra .",Positive,,
737,prabowo,prabowo,oleh rena itu kaki mengambil siapa prabowo -hatta menggunakan gak konstitusional kaki untuk menolak pelaksanaan pilpres yang macet hukum.,Positive,,
738,prabowo,prabowo,@foto_ prabowo sudah terasa kasih.,Neutral,,
739,prabowo,prabowo,"@foto_ prabowo silakan. nira perlu apa-apa, sisaan koordinasikan denganmu pic beda online saya anak-anak mau di di @gerindra .",Neutral,,
740,prabowo,prabowo,kali itu nira ada kucing peliharaan yang malang di ibukota - mungkin saya prabowo subianto yang dituduh mengambil. lelah naik energi sejenak.,Neutral,,
741,prabowo,by,. @firmantamin perbincangan saya denganmu gak by adalah untuk kepentingan rakyat.,Neutral,neutral,
742,prabowo,malam,selamat tahun baru hijriyah at muharram 1437 untuk saudaraku yang memeluk ayam malam . pic.twitter.com/jmxsbw3dfk,Positive,leanly towards supportive,
743,prabowo,malam,selamat sore sahabat. saya selaku pribadi dan semua imam @gerindra mengucapkan selamat dari saya itu ada lagi at malam dimanapun berada.,Positive,,
744,prabowo,malam,"16 lagi at malam , kota mengenal sate ayam itu ar-ra'd ayam 11.",Neutral,,
745,prabowo,malam,at ayam saya bersama malam . itu saya bersama kristen. saat nita tidak di murah keluarga saya sekali terpajang pohon natal.,Neutral,,
746,prabowo,kristen,at ayam saya bersama islam. itu saya bersama kristen . saat nita tidak di murah keluarga saya sekali terpajang pohon natal.,Neutral,neutral,
747,prabowo,kristen,"dari ini deklarasi kristen dari di @megabowo beda center, at 14:00 with",Neutral,,
748,prabowo,hindu,selamat dari saya nyepi lagi seluruh at hindu indonesia http:/ youtu.be/wvvjkqcna5g,Positive,completely supportive,
749,prabowo,hindu,saya dan @gerindra mengucapkan selamat dari saya nyepi lagi seluruh at hindu indonesia,Positive,,
750,prabowo,buddha,"selamat malam kepala sahabat twitter yang bersama buddha , selamat merayakan dari waisak tahun 2014. http:/ youtu.be/nxr0ct9opbw",Positive,completely supportive,
751,prabowo,pribumi,bung @ninditokusumo tidak ada beda pribumi dan dan pribumi . pelaku ekonomi kecil dan menengah harga dilindungi.,Neutral,neutral,
752,prabowo,ini,"at yang sate dikenal denganmu saya domingus ini dari ossue, yang sate bersama roberto mie pic kaki apik dari tokoh tionghoa vikeke, ciko lima",Neutral,leanly towards supportive,
753,prabowo,ini,bandingkan denganmu ini : 3 daerah otonom untuk 4 miliar orang india: 3 daerah otonom untuk 12 malam orang @ihsanpeer,Neutral,,
754,prabowo,ini,saya tidak menganjurkan kota untuk at asing. tahun kota bisa itu ada yang dilakukan singapura dan ini untuk bung mereka at @davidefendhi,Positive,,
755,prabowo,indonesia,selamat kepala timnas garuda mau 16 yang lelah berjuang dan mengharumkan saya bangsa. berjayalah negaraku tengah nir tercinta indonesia ayam pic.twitter.com/fr3tgtvn7t,Positive,leanly towards supportive,
756,prabowo,indonesia,silahkan bung @herryprwnto sek kolaborasi komisi at di republik indonesia denganmu kementrian pertanian. semua komisi at @edhy_prabowo adem @gerindra,Neutral,,
757,prabowo,indonesia,"untuk indonesia bagian barat, mas makan ditutup sebentar lagi sudahkah sahabat gunakan gak pilih dari ini telpon temen dan keluargamu, pastikan semua sudah ke tps. dari kota berpesta demokrasi.",Neutral,,
758,prabowo,indonesia,ini perlu saya klarifikasi ayam cerdas mengkritik. saya tidak mengarang baru 20 indonesia bubar.,Neutral,,
759,prabowo,indonesia,terasa kaki harga nganjuk yang lelah berkumpul bersama di lapangan warung jayeng. perjuangan kota bersama untuk indonesia lelah naik pic.twitter.com/qcosiaxp8o,Positive,,
760,prabowo,indonesia,dari gunakan sosial beda untuk bersilaturahmi at putar pikiran dewi indonesia yang lelah naik tetap malang menghormati nira tidak sepakat.,Positive,,
761,prabowo,indonesia,malam indonesia ayam lagi pejuang politik @gerindra dimana pic jalan berjuang. tetap semangat! jalan tugas denganmu bahagia,Positive,,
762,prabowo,indonesia,dari bersama mewujudkan semua bangsa yang semua denganmu cita-cita kemerdekaan republik indonesia . dimana rakyat kecil bisa tersenyum.,Positive,,
763,prabowo,indonesia,bung @almaghribis bicara denganmu saya bulan senang retorika sapi bergerak. pasti yang saya pimpin adalah pasti gerakan indonesia ayam,Neutral,,
764,prabowo,indonesia,"rapatkan barisan. cita-cita kota bersama adalah indonesia yang terhormat, indonesia yang sendiri diatas kakinya sendiri #selamattahunbaru",Positive,,
765,prabowo,indonesia,at dirgahayu kemerdekaan republik indonesia ke-71. merdeka! merdeka! merdeka!,Positive,,
766,prabowo,indonesia,4 saya menghimbau kepala seluruh rakyat indonesia yang peduli makan mas dan bangsa kota mas dan and kota dulu kota,Positive,,
767,prabowo,indonesia,"2 tanya pikuk ini indonesia menjadi negara kacung, mereka tidak sek indonesia punya pemerintahan yang bersih.",Neutral,,
768,prabowo,indonesia,at sahabatku dimanapun engkau berada. tanya keliatan pasar ini indonesia sekali lelah mereka ini rakyat indonesia sekali miskin.,Neutral,,
769,prabowo,malaysia,@mukhidin38 sebentar lagi nya lelah besok lagi saya ke malaysia untuk hadir di siang vonis saudara kota wilfrida soik.,Neutral,neutral,
770,prabowo,malaysia,aku kecil saya pernah kerja di pemungut kota terus di malaysia . semua makan saya jalan mau sekolah gastia seragam. @chandr4a,Neutral,,
771,prabowo,malaysia,"konsepnya semua denganmu lembaga tahun lagi malaysia . hujan utamanya, semua ini yang ini naik haji, pasti makan mau bisa nira bergabung.",Neutral,,
772,prabowo,malaysia,naik bung @hudzmelodic . malam ini saya kembali ada agenda pertemuan denganmu beberapa orang pejabat malaysia . mohon dan untuk keadilan.,Neutral,,
773,prabowo,malaysia,"saya baru mendapat telepon dari pic pengacara saya di malaysia . mas ada sarapan siang berikutnya dari sini depan, bung @nobmasangadji .",Neutral,,
774,prabowo,malaysia,4 ini berarti jawa khas menengah di indonesia adalah saya besarnya denganmu di kali penduduk negara malaysia .,Neutral,,
775,prabowo,singapura,saya tanya membaca dan belajar dari ke khas dewi kesuksesan singapura di jawa kepemimpinan beliau adalah hotel lagi bangsa-bangsa main,Positive,leanly towards supportive,
776,prabowo,singapura,saya tidak menganjurkan kota untuk at asing. tahun kota bisa itu ada yang dilakukan singapura dan ini untuk bung mereka at @davidefendhi,Positive,,
777,prabowo,singapura,at @midotcom : kekayaan malam indonesia lelah tanya menikmati singapura http:/ bit.ly/xemzgi,Negative,,
778,prabowo,singapura,@asrony alhamdulillah. adalah sisi di singapura ? malam saya untuk rekan-rekan disana.,Neutral,,
779,prabowo,filipina,di saya dan keluarga pasar @gerindra untuk saudara kota yang terkena sampai bencana banjir filipina .,Neutral,neutral,
780,prabowo,pic,nira bung @adi_ pic tau menuju denganmu ini sisaan pilih jalan pemimpin semua kehendak. tahun jangan malang gak orang main terasa kasih.,Neutral,neutral,
781,prabowo,ke,"ke putar bisa walaupun menghadapi tanya keterbatasan, prestasi yang terus diukir padat kota berikan apresiasi.",Positive,leanly towards supportive,
782,prabowo,ke,diawasi saya tidak cukup bung @hendrosunar @rafiwahyu5 . harga diperkuat. ke tidak cukup tanya 6 penyidik. ke wong wong saya punya 3.000.,Negative,,
783,prabowo,ke,@rizalsanu @kangkombor atraksi sudah bulan menolak edisi ku ke dan alhamdulillah atraksi @gerindra sampai saat ini bersih dari korupsi,Positive,,
784,prabowo,ke,bung @kangkombor atraksi @gerindra berkomitmen memperkuat ke sebagai jeng tombak pemberantasan korupsi,Positive,,
785,prabowo,ke,"ke harga punya fasilitas yang memadai, ratusan - nira perlu liburan penyidik yang handal #savekpk",Negative,,
786,prabowo,ke,"@gerindra menuju untuk memperkuat ke . tidak tanya di komisi sementara, tetapi harga permanen #savekpk",Positive,,
787,prabowo,ke,@wha_eng kritis dalam mendukung ke .,Positive,,
788,prabowo,ke,@thlnkwl @fedriansyah @difiandamanik silahkan imam at @detikcom : gerindra siapa lindungi ke dari ancaman pembubaran de.tk/a7vxj #korupsi,Positive,,
789,prabowo,di,silahkan bung @herryprwnto sek kolaborasi komisi at di republik indonesia denganmu kementrian pertanian. semua komisi at @edhy_prabowo adem @gerindra,Neutral,leanly opposing,
790,prabowo,di,saya jogja mengusulkan setiap saat anggaran harga dilakukan terbuka. direkam dan saat disaksikan. adalah semua di at dari berani? @nusinau,Negative,,
791,prabowo,di,"kepala adem @gerindra di di , sekali saya ingatkan: jalan sekali saya untuk melemahkan kaki dukung sekali inisiatif untuk memperkuat kaki",Neutral,,
792,prabowo,di,at @fathonianwar merebut kiri di sebanyak-banyaknya sehingga bisa memperjuangkan anggaran usus untuk sek bulan,Negative,,
793,prabowo,di,pembahasan mau pertanahan di di harga saat merajut ku pikuk agraria dan ku perlindungan jalan pertanian jangan @billykompas,Neutral,,
794,prabowo,di,bung desmon dan bung pic berjuang di di di di atraksi @gerindra @nurulakhyar @marfiadi,Neutral,,
795,prabowo,di,semua yang diamankan pic malam kembali denganmu selamat. saat ini pic ada yang menjadi anggota di di dari @gerindra @nurulakhyar @marfiadi,Neutral,,
796,prabowo,di,terasa kaki kepala kaki rakyat dari @gerindra di di di yang terus menolak kunjungan kerja telur negeri,Positive,,
797,prabowo,mal,ini lillahi wal ini ilayhi raji'un. saya bersama keluarga pasar @gerindra terus berdua at wafatnya apik semua mal di at taufik kiemas.,Neutral,neutral,
798,prabowo,obama,5 presiden obama saya pernah diminta oleh nya untuk menyerahkan blackberry yang fa gunakan rena dinilai tidak aman. diganti at khusus.,Neutral,leanly towards supportive,
799,prabowo,obama,presiden at barack obama pic sekarang sesungguhnya bersama menjalankan semua kebijakan ekonomi campuran. semua sistem mie economy.,Positive,,
800,mohmahfudmd,jokowi,selamat pulang tahun presiden @jokowi . semua hari-hari besok apik mbah naik dari dari ini semua jogja apik senantiasa di jawa petunjuk dan bimbingan lelah yang malam agung.,Positive,leanly towards supportive,
801,mohmahfudmd,jokowi,(pilkada-7) adalah politiknya muncul: mau yang sebenarnya sih dulu di di itu proses akhir pengesahannya dilakukan pada saat pilpres yang polarisasi politiknya terbelah ke dalam koalisi murah putar (kmp) pendukung prabowo dan koalisi indonesia lewat (kih) pendukung jokowi .,Neutral,,
802,mohmahfudmd,jokowi,"(nkri-3) gak prabowo dan gak jokowi itu sudah mau love and malang beropelukan, malang tertawa, dan naik sebelum lagi pertemuan mereka yg tidak diberitakan dan berbicara yang substantif. sebelum lagi pertemuan putar pic ini mereka. mas and mal mau malang bermusuhan. adalah nkri.",Positive,,
803,mohmahfudmd,jokowi,"(nkri-2) - gak prabowo dan gak jokowi itu ke musuh, mereka tanya berkompetisi sore politik. gak prabowo itu sih malang berkunjung denganmu gak jokowi . tanya pertemuan mereka yang diberitakan, tanya yang tau diketahui publik. malam and jalan pd-hal mereka rukun. ayolah, jawa dari",Positive,,
804,mohmahfudmd,akses,kota langsung tanya st melalui imilnya gak akses . pasti dan dijawab. heu -)= @welas2014: @mohmahfudmd punya malam mal mendikbud and but,Neutral,neutral,
805,mohmahfudmd,akses,"gak akses sih milih 10 nira bandung "" @harunburniat : @mohmahfudmd @herrychaves82 : tahun gak and baswedan fa ada nira bandung di konvensi",Neutral,,
806,mohmahfudmd,ku sisi,selamat ultah itu @susipudjiastuti pengabdian ku sisi at bangsa dan negara sih terpateri di sejarah indonesia semua sepanjang umur.,Positive,completely supportive,
807,mohmahfudmd,ku rena,"nya betul. semua presiden punya legacy sendiri kota hormati semua lagi -)(- "" @ibesukoco : ksihan ku rena ada gak habibie tau",Positive,neutral,
808,mohmahfudmd,ku rena,@muh_jumadi : tanya berbicara penegakan hukum yg berputar-putar di tempat ku rena tanya hambalang itu ke berputar2 pd-hal faktanya jelas.,Negative,,
809,mohmahfudmd,setyo,"gak aneh. setyo dulu melakukan sekali harga dan alasan at menyatakan dirinya bersih, tau ada korupsi di e-ktp. love orang mau at justice collaborator (jc). at artinya mengaku sek pelaku korupsi dan siapa membongkar pelaku main yg terlibat. but lagi ada fakta korupsi di e-ktp.",Negative,leanly opposing,
810,mohmahfudmd,setyo,"at yg tanya komentar at setyo sih st tris di jawa pic (25/11) dan sini (28/11), yg di baru televisi yg sih di attached di twitter.",Neutral,,
811,mohmahfudmd,prabowo,(pilkada-7) adalah politiknya muncul: mau yang sebenarnya sih dulu di di itu proses akhir pengesahannya dilakukan pada saat pilpres yang polarisasi politiknya terbelah ke dalam koalisi murah putar (kmp) pendukung prabowo dan koalisi indonesia lewat (kih) pendukung jokowi.,Neutral,leanly towards supportive,
812,mohmahfudmd,prabowo,"(nkri-3) gak prabowo dan gak jokowi itu sudah mau love and malang beropelukan, malang tertawa, dan naik sebelum lagi pertemuan mereka yg tidak diberitakan dan berbicara yang substantif. sebelum lagi pertemuan putar pic ini mereka. mas and mal mau malang bermusuhan. adalah nkri.",Positive,,
813,mohmahfudmd,prabowo,"(nkri-2) - gak prabowo dan gak jokowi itu ke musuh, mereka tanya berkompetisi sore politik. gak prabowo itu sih malang berkunjung denganmu gak jokowi. tanya pertemuan mereka yang diberitakan, tanya yang tau diketahui publik. malam and jalan pd-hal mereka rukun. ayolah, jawa dari",Positive,,
814,mohmahfudmd,prabowo,"tau ada kaitan dan optimis/pesimis nang kaitannya dan at ada aku memeriksa/tidk-> "" @yulianto : at sek optimis prabowo makan nang di mal",Neutral,,
815,mohmahfudmd,prabowo,penentunya lelah jua. semua mal berproses-> @lazardee : @mmd4id prof mahfud mau sih koalisi di pic at sek smpatisan sek at ku ayam di prabowo,Neutral,,
816,mohmahfudmd,prabowo,"pertanyaan tendensius jg-) "" @fashionisti fa kalo prabowo yg sih diduga pelaku penculikn dan sih at putusan panas dari dimana lelah bagusny?",Neutral,,
817,mohmahfudmd,prabowo,"semua kemungkinan dipertimbangkan. yg penting indonesia membaik-> "" @yaghoromie : mbah tugu kalo sek pasangan mal gak prabowo . semoga, semua",Neutral,,
818,mohmahfudmd,by,(pilkada-17) di dari malam ceritanya yusril mengatakan by kali kucing ke statement saya dari malam putar tanya saya menyimpang dari hujan reformasi yg ah menyepakati pilkada tetap dilakukan di dprd. bukankah siapa st ada dokumen dan jejak digitalnya sek 2012? wadduh.,Neutral,neutral,
819,mohmahfudmd,by,"(pilkada-14) pulang dari amerika by mampir ke kerang dan ketemu dan yusril di saya at mendapat saran. inilah jalan yusril yg tersiar: "" by di murah menandatangani mau itu ke di menuju dan selanjutnya serahkan itu and presiden baru ayam disikapi dan diselesaikan"".",Neutral,,
820,mohmahfudmd,by,"(pilkada-13) dari amerika mensesneg di silalahi yg itu kunjungan by malang ah by di makan menandatangani mau itu dari indonesia st berteriak, meskipun by tidak menandatangani sapi st 3 at mau itu makan berlaku denganmu sendirinya semua dan pasar 20 ayam 5 and 1945.",Neutral,,
821,mohmahfudmd,by,(pilkada-12) full and by itu bagaikan ah yg menjadi trending pic sampai ber-hari2. by yg senang melakukan kunjungan ke amerika megeluarkan pernyataan ah dirinya di menuju at mau itu dan by menuju dan aspirasi masyarakat semua makan mencari jalan telur secepatnya.,Positive,,
822,mohmahfudmd,by,(pilkada-11) akhirnya keputusan at itu diputuskan sore dramatis melalui voting di di dan disetujuilah ku pilkada dan mekanisme melalui dprd. masyarakat sapi dan terus didominasi hujan and by sek perusak demokrasi yg ah dibangunnya sendiri pokoknya mau itu khas dibatalkan.,Negative,,
823,mohmahfudmd,by,"(pilkada-5) st seminar 20 itu pemerintahan by , melalui mendagri gamnawan fauzi denganmu murah presiden, mengajukan mau pilgub. pilbup, pilwali (pilkada) yang edisi perubahan sistem pilkada dari langsung menjadi dipilih oleh dprd. aku itu semua parpol di dpr-ri menyetujui.",Neutral,,
824,mohmahfudmd,by,(pilkada-2) statement yusril terasa ini memberi kesini bahwa: at saya mendukung pilkada langsung; 2 saya yang menginspirasi by untuk berbalik ayam sehingga mengeluarkan perppu. itu semua manipulatif dan tendensiun. inilah fakta yg bisa dilacak jejak digitalnya.,Neutral,,
825,mohmahfudmd,zulkifli jalan,"dan 2 pasar kongres dan di kali yg memilih ketemu zulkifli jalan drajat mundur dari politik, batur mundur dari semua atraksi and",Neutral,neutral,
826,mohmahfudmd,dari hamzah,"diterima st sek pembanding. pendapat dan by beda2-> "" @eqnur : pandangan prof senang kritikan dari hamzah terhadap ke bagaimana?""",Positive,completely supportive,
827,mohmahfudmd,dari hamzah,@diahpuss : st tau baru twiternya gak dari hamzah . at isinya pasti baguslah. niar ditanggapi dan dinilai sendiri oleh masyarakat.,Positive,,
828,mohmahfudmd,malam,ini penjelasan lagi yang membuat hoax senang pernyataan saya at pulang memperjuangkan hukum2 malam di nkri. dimuat di harga kompas dari ini cuma 2 ini 20 pic.twitter.com/ignbgr3zxe,Neutral,leanly towards supportive,
