[line: 164] Namespace(C1=0.1, C2=0.001, adjust_every=8, arch='ParseGCNNSent', batch_size=32, clip_norm=3, config='cfgs/config_parse_gcnn_glove.yaml', data_path='data/generated_data/', dic_path='data/generated_data/vocab/dict.pkl', dropout=0.5, e=False, elmo_config_file='../data/Elmo/elmo_2x4096_512_2048cnn_2xhighway_options.json', elmo_weight_file='../data/Elmo/elmo_2x4096_512_2048cnn_2xhighway_weights.hdf5', embed_dim=300, embed_num=5091, embed_path='data/generated_data/vocab/local_emb.pkl', epoch=30, exp_name='parse_gcnn_glove', finetune_embed=False, if_gpu=True, if_replace=False, if_reset=True, if_update_embed=True, is_stanford_nlp=True, k_fold=6, l2=0.001, l_dropout=0.1, l_hidden_size=256, l_num_layers=2, load_path='', log_path='data/logs/', lr=0.0005, mask_dim=50, model_path='data/models/', opt='Adam', pretrained_embed_path='../data/glove.840B.300d.txt', print_freq=10, snapshot_dir='checkpoints/', test_path='data/generated_data/Restaurants_Test_Gold.xml.pkl', train_path='data/generated_data/train.pkl', training=True, use_gpu=True, valid_path='data/generated_data/valid.pkl')
[line: 168] config           cfgs/config_parse_gcnn_glove.yaml
[line:  98] i_iter 18/93 cls_loss: 0.585193
[line:  98] i_iter 19/93 cls_loss: 0.587036
[line:  98] i_iter 21/93 cls_loss: 0.623729
[line:  98] i_iter 22/93 cls_loss: 0.591949
[line:  98] i_iter 23/93 cls_loss: 0.558179
[line:  98] i_iter 24/93 cls_loss: 0.503544
[line:  98] i_iter 25/93 cls_loss: 0.501970
[line:  98] i_iter 26/93 cls_loss: 0.506370
[line:  98] i_iter 27/93 cls_loss: 0.500121
[line:  98] i_iter 28/93 cls_loss: 0.530199
[line:  98] i_iter 29/93 cls_loss: 0.539304
[line:  98] i_iter 31/93 cls_loss: 0.507145
[line:  98] i_iter 32/93 cls_loss: 0.513681
[line:  98] i_iter 33/93 cls_loss: 0.520992
[line:  98] i_iter 34/93 cls_loss: 0.531225
[line:  98] i_iter 35/93 cls_loss: 0.498390
[line:  98] i_iter 36/93 cls_loss: 0.487730
[line:  98] i_iter 37/93 cls_loss: 0.499805
[line:  98] i_iter 38/93 cls_loss: 0.460446
[line:  98] i_iter 39/93 cls_loss: 0.454478
[line:  98] i_iter 41/93 cls_loss: 0.461278
[line:  98] i_iter 42/93 cls_loss: 0.461164
[line:  98] i_iter 43/93 cls_loss: 0.478647
[line:  98] i_iter 44/93 cls_loss: 0.464066
[line:  98] i_iter 45/93 cls_loss: 0.471348
[line:  98] i_iter 46/93 cls_loss: 0.498427
[line:  98] i_iter 47/93 cls_loss: 0.513640
[line:  98] i_iter 48/93 cls_loss: 0.522144
[line:  98] i_iter 49/93 cls_loss: 0.503036
[line:  98] i_iter 51/93 cls_loss: 0.484569
[line:  98] i_iter 52/93 cls_loss: 0.483659
[line:  98] i_iter 53/93 cls_loss: 0.483576
[line:  98] i_iter 54/93 cls_loss: 0.496679
[line:  98] i_iter 55/93 cls_loss: 0.505369
[line:  98] i_iter 56/93 cls_loss: 0.489179
[line:  98] i_iter 57/93 cls_loss: 0.454855
[line:  98] i_iter 58/93 cls_loss: 0.455675
[line:  98] i_iter 59/93 cls_loss: 0.468179
[line:  98] i_iter 61/93 cls_loss: 0.509342
[line:  98] i_iter 62/93 cls_loss: 0.486327
[line:  98] i_iter 63/93 cls_loss: 0.463426
[line:  98] i_iter 64/93 cls_loss: 0.443998
[line:  98] i_iter 65/93 cls_loss: 0.463330
[line:  98] i_iter 66/93 cls_loss: 0.467644
[line:  98] i_iter 67/93 cls_loss: 0.472251
[line:  98] i_iter 68/93 cls_loss: 0.482496
[line:  98] i_iter 69/93 cls_loss: 0.496949
[line:  98] i_iter 71/93 cls_loss: 0.444171
[line:  98] i_iter 72/93 cls_loss: 0.489788
[line:  98] i_iter 73/93 cls_loss: 0.509043
[line:  98] i_iter 74/93 cls_loss: 0.520742
[line:  98] i_iter 75/93 cls_loss: 0.496822
[line:  98] i_iter 76/93 cls_loss: 0.480196
[line:  98] i_iter 77/93 cls_loss: 0.491992
[line:  98] i_iter 78/93 cls_loss: 0.462249
[line:  98] i_iter 79/93 cls_loss: 0.472159
[line:  98] i_iter 81/93 cls_loss: 0.521862
[line:  98] i_iter 82/93 cls_loss: 0.477893
[line:  98] i_iter 83/93 cls_loss: 0.459790
[line:  98] i_iter 84/93 cls_loss: 0.451948
[line:  98] i_iter 85/93 cls_loss: 0.457071
[line:  98] i_iter 86/93 cls_loss: 0.463423
[line:  98] i_iter 87/93 cls_loss: 0.480931
[line:  98] i_iter 88/93 cls_loss: 0.506803
[line:  98] i_iter 89/93 cls_loss: 0.497454
[line:  98] i_iter 91/93 cls_loss: 0.475101
[line:  98] i_iter 92/93 cls_loss: 0.486559
[line: 121] Evaluting
[line: 102] epoch 5, Validation acc: 0.7337770382695508
[line:  98] i_iter 1/93 cls_loss: 0.483969
[line:  98] i_iter 2/93 cls_loss: 0.494978
[line:  98] i_iter 3/93 cls_loss: 0.498117
[line:  98] i_iter 4/93 cls_loss: 0.496136
[line:  98] i_iter 5/93 cls_loss: 0.457201
[line:  98] i_iter 6/93 cls_loss: 0.467717
[line:  98] i_iter 7/93 cls_loss: 0.478296
[line:  98] i_iter 8/93 cls_loss: 0.540253
[line:  98] i_iter 9/93 cls_loss: 0.579670
[line:  98] i_iter 11/93 cls_loss: 0.602649
[line:  98] i_iter 12/93 cls_loss: 0.581683
[line:  98] i_iter 13/93 cls_loss: 0.586819
[line:  98] i_iter 14/93 cls_loss: 0.572606
[line:  98] i_iter 15/93 cls_loss: 0.597338
[line:  98] i_iter 16/93 cls_loss: 0.574869
[line:  98] i_iter 17/93 cls_loss: 0.545594
[line:  98] i_iter 18/93 cls_loss: 0.493446
[line:  98] i_iter 19/93 cls_loss: 0.450192
[line:  98] i_iter 21/93 cls_loss: 0.453189
[line:  98] i_iter 22/93 cls_loss: 0.469722
[line:  98] i_iter 23/93 cls_loss: 0.465615
[line:  98] i_iter 24/93 cls_loss: 0.453711
[line:  98] i_iter 25/93 cls_loss: 0.476505
[line:  98] i_iter 26/93 cls_loss: 0.474714
[line:  98] i_iter 27/93 cls_loss: 0.505446
[line:  98] i_iter 28/93 cls_loss: 0.503884
[line:  98] i_iter 29/93 cls_loss: 0.503499
[line:  98] i_iter 31/93 cls_loss: 0.498768
[line:  98] i_iter 32/93 cls_loss: 0.495440
[line:  98] i_iter 33/93 cls_loss: 0.511407
[line:  98] i_iter 34/93 cls_loss: 0.509433
[line:  98] i_iter 35/93 cls_loss: 0.475440
[line:  98] i_iter 36/93 cls_loss: 0.464547
[line:  98] i_iter 37/93 cls_loss: 0.452826
[line:  98] i_iter 38/93 cls_loss: 0.431328
[line:  98] i_iter 39/93 cls_loss: 0.472895
[line:  98] i_iter 41/93 cls_loss: 0.497033
[line:  98] i_iter 42/93 cls_loss: 0.482735
[line:  98] i_iter 43/93 cls_loss: 0.469480
[line:  98] i_iter 44/93 cls_loss: 0.466579
[line:  98] i_iter 45/93 cls_loss: 0.482949
[line:  98] i_iter 46/93 cls_loss: 0.482138
[line:  98] i_iter 47/93 cls_loss: 0.458299
[line:  98] i_iter 48/93 cls_loss: 0.487018
[line:  98] i_iter 49/93 cls_loss: 0.438125
[line:  98] i_iter 51/93 cls_loss: 0.402972
[line:  98] i_iter 52/93 cls_loss: 0.404880
[line:  98] i_iter 53/93 cls_loss: 0.401776
[line:  98] i_iter 54/93 cls_loss: 0.428451
[line:  98] i_iter 55/93 cls_loss: 0.430553
[line:  98] i_iter 56/93 cls_loss: 0.453817
[line:  98] i_iter 57/93 cls_loss: 0.451230
[line:  98] i_iter 58/93 cls_loss: 0.448056
[line:  98] i_iter 59/93 cls_loss: 0.444922
[line:  98] i_iter 61/93 cls_loss: 0.477118
[line:  98] i_iter 62/93 cls_loss: 0.497231
[line:  98] i_iter 63/93 cls_loss: 0.518695
[line:  98] i_iter 64/93 cls_loss: 0.486614
[line:  98] i_iter 65/93 cls_loss: 0.453954
[line:  98] i_iter 66/93 cls_loss: 0.450943
[line:  98] i_iter 67/93 cls_loss: 0.491084
[line:  98] i_iter 68/93 cls_loss: 0.504252
[line:  98] i_iter 69/93 cls_loss: 0.537066
[line:  98] i_iter 71/93 cls_loss: 0.492052
[line:  98] i_iter 72/93 cls_loss: 0.475250
[line:  98] i_iter 73/93 cls_loss: 0.460033
[line:  98] i_iter 74/93 cls_loss: 0.497823
[line:  98] i_iter 75/93 cls_loss: 0.525141
[line:  98] i_iter 76/93 cls_loss: 0.520192
[line:  98] i_iter 77/93 cls_loss: 0.508836
[line:  98] i_iter 78/93 cls_loss: 0.480596
[line:  98] i_iter 79/93 cls_loss: 0.473319
[line:  98] i_iter 81/93 cls_loss: 0.512904
[line:  98] i_iter 82/93 cls_loss: 0.524682
[line:  98] i_iter 83/93 cls_loss: 0.527519
[line:  98] i_iter 84/93 cls_loss: 0.498070
[line:  98] i_iter 85/93 cls_loss: 0.509189
[line:  98] i_iter 86/93 cls_loss: 0.504834
[line:  98] i_iter 87/93 cls_loss: 0.501265
[line:  98] i_iter 88/93 cls_loss: 0.512018
[line:  98] i_iter 89/93 cls_loss: 0.479700
[line:  98] i_iter 91/93 cls_loss: 0.432124
[line:  98] i_iter 92/93 cls_loss: 0.416433
[line: 121] Evaluting
[line: 102] epoch 6, Validation acc: 0.7071547420965059
[line:  98] i_iter 1/93 cls_loss: 0.429852
[line:  98] i_iter 2/93 cls_loss: 0.425317
[line:  98] i_iter 3/93 cls_loss: 0.409307
[line:  98] i_iter 4/93 cls_loss: 0.402919
[line:  98] i_iter 5/93 cls_loss: 0.388533
[line:  98] i_iter 6/93 cls_loss: 0.396309
[line:  98] i_iter 7/93 cls_loss: 0.394649
[line:  98] i_iter 8/93 cls_loss: 0.422638
[line:  98] i_iter 9/93 cls_loss: 0.421219
[line:  98] i_iter 11/93 cls_loss: 0.437109
[line:  98] i_iter 12/93 cls_loss: 0.428673
[line:  98] i_iter 13/93 cls_loss: 0.442622
[line:  98] i_iter 14/93 cls_loss: 0.430947
[line:  98] i_iter 15/93 cls_loss: 0.438216
[line:  98] i_iter 16/93 cls_loss: 0.459458
[line:  98] i_iter 17/93 cls_loss: 0.464608
[line:  98] i_iter 18/93 cls_loss: 0.447962
[line:  98] i_iter 19/93 cls_loss: 0.446903
[line:  98] i_iter 21/93 cls_loss: 0.386490
[line:  98] i_iter 22/93 cls_loss: 0.369481
[line:  98] i_iter 23/93 cls_loss: 0.378020
[line:  98] i_iter 24/93 cls_loss: 0.385674
[line:  98] i_iter 25/93 cls_loss: 0.401071
[line:  98] i_iter 26/93 cls_loss: 0.410571
[line:  98] i_iter 27/93 cls_loss: 0.408723
[line:  98] i_iter 28/93 cls_loss: 0.426342
[line:  98] i_iter 29/93 cls_loss: 0.452713
[line:  98] i_iter 31/93 cls_loss: 0.469062
[line:  98] i_iter 32/93 cls_loss: 0.472467
[line:  98] i_iter 33/93 cls_loss: 0.463926
[line:  98] i_iter 34/93 cls_loss: 0.469435
[line:  98] i_iter 35/93 cls_loss: 0.475269
[line:  98] i_iter 36/93 cls_loss: 0.444990
[line:  98] i_iter 37/93 cls_loss: 0.460867
[line:  98] i_iter 38/93 cls_loss: 0.470998
[line:  98] i_iter 39/93 cls_loss: 0.466161
[line:  98] i_iter 41/93 cls_loss: 0.494216
[line:  98] i_iter 42/93 cls_loss: 0.505598
[line:  98] i_iter 43/93 cls_loss: 0.523662
[line:  98] i_iter 44/93 cls_loss: 0.496356
[line:  98] i_iter 45/93 cls_loss: 0.497021
[line:  98] i_iter 46/93 cls_loss: 0.513745
[line:  98] i_iter 47/93 cls_loss: 0.498195
[line:  98] i_iter 48/93 cls_loss: 0.467662
[line:  98] i_iter 49/93 cls_loss: 0.441359
[line:  98] i_iter 51/93 cls_loss: 0.441868
[line:  98] i_iter 52/93 cls_loss: 0.439415
[line:  98] i_iter 53/93 cls_loss: 0.463621
[line:  98] i_iter 54/93 cls_loss: 0.473072
[line:  98] i_iter 55/93 cls_loss: 0.456875
[line:  98] i_iter 56/93 cls_loss: 0.465310
[line:  98] i_iter 57/93 cls_loss: 0.467143
[line:  98] i_iter 58/93 cls_loss: 0.473801
[line:  98] i_iter 59/93 cls_loss: 0.485398
[line:  98] i_iter 61/93 cls_loss: 0.476956
[line:  98] i_iter 62/93 cls_loss: 0.480379
[line:  98] i_iter 63/93 cls_loss: 0.412161
[line:  98] i_iter 64/93 cls_loss: 0.417659
[line:  98] i_iter 65/93 cls_loss: 0.404537
[line:  98] i_iter 66/93 cls_loss: 0.380338
[line:  98] i_iter 67/93 cls_loss: 0.380668
[line:  98] i_iter 68/93 cls_loss: 0.375184
[line:  98] i_iter 69/93 cls_loss: 0.372011
[line:  98] i_iter 71/93 cls_loss: 0.333798
[line:  98] i_iter 72/93 cls_loss: 0.329660
[line:  98] i_iter 73/93 cls_loss: 0.363987
[line:  98] i_iter 74/93 cls_loss: 0.378435
[line:  98] i_iter 75/93 cls_loss: 0.383271
[line:  98] i_iter 76/93 cls_loss: 0.418880
[line:  98] i_iter 77/93 cls_loss: 0.439729
[line:  98] i_iter 78/93 cls_loss: 0.441908
[line:  98] i_iter 79/93 cls_loss: 0.444810
[line:  98] i_iter 81/93 cls_loss: 0.523498
[line:  98] i_iter 82/93 cls_loss: 0.551069
[line:  98] i_iter 83/93 cls_loss: 0.547957
[line:  98] i_iter 84/93 cls_loss: 0.519416
[line:  98] i_iter 85/93 cls_loss: 0.531642
[line:  98] i_iter 86/93 cls_loss: 0.495621
[line:  98] i_iter 87/93 cls_loss: 0.464548
[line:  98] i_iter 88/93 cls_loss: 0.458531
[line:  98] i_iter 89/93 cls_loss: 0.453442
[line:  98] i_iter 91/93 cls_loss: 0.382907
[line:  98] i_iter 92/93 cls_loss: 0.347105
[line: 121] Evaluting
[line: 164] Namespace(C1=0.1, C2=0.001, adjust_every=8, arch='ParseGCNNSent', batch_size=32, clip_norm=3, config='cfgs/config_parse_gcnn_glove.yaml', data_path='data/generated_data/', dic_path='data/generated_data/vocab/dict.pkl', dropout=0.5, e=False, elmo_config_file='../data/Elmo/elmo_2x4096_512_2048cnn_2xhighway_options.json', elmo_weight_file='../data/Elmo/elmo_2x4096_512_2048cnn_2xhighway_weights.hdf5', embed_dim=300, embed_num=5091, embed_path='data/generated_data/vocab/local_emb.pkl', epoch=30, exp_name='parse_gcnn_glove', finetune_embed=False, if_gpu=True, if_replace=False, if_reset=True, if_update_embed=True, is_stanford_nlp=True, k_fold=6, l2=0.001, l_dropout=0.1, l_hidden_size=256, l_num_layers=2, load_path='', log_path='data/logs/', lr=0.0005, mask_dim=50, model_path='data/models/', opt='Adam', pretrained_embed_path='../data/glove.840B.300d.txt', print_freq=10, snapshot_dir='checkpoints/', test_path='data/generated_data/Restaurants_Test_Gold.xml.pkl', train_path='data/generated_data/train.pkl', training=True, use_gpu=True, valid_path='data/generated_data/valid.pkl')
[line: 168] config           cfgs/config_parse_gcnn_glove.yaml
[line: 168] load_path        
[line: 168] e                False
[line: 168] exp_name         parse_gcnn_glove
[line: 168] arch             ParseGCNNSent
[line: 168] batch_size       32
[line: 168] embed_num        5091
[line: 168] embed_dim        300
[line: 168] mask_dim         50
[line: 168] if_update_embed  True
[line: 168] l_hidden_size    256
[line: 168] l_num_layers     2
[line: 168] l_dropout        0.1
[line: 168] C1               0.1
[line: 168] C2               0.001
[line: 168] if_reset         True
[line: 168] opt              Adam
[line: 168] dropout          0.5
[line: 168] epoch            30
[line: 168] lr               0.0005
[line: 168] l2               0.001
[line: 168] adjust_every     8
[line: 168] clip_norm        3
[line: 168] k_fold           6
[line: 168] print_freq       10
[line: 168] finetune_embed   False
[line: 168] if_replace       False
[line: 168] training         True
[line: 168] if_gpu           True
[line: 168] use_gpu          True
[line: 168] pretrained_embed_path ../data/glove.840B.300d.txt
[line: 168] embed_path       data/generated_data/vocab/local_emb.pkl
[line: 168] data_path        data/generated_data/
[line: 168] train_path       data/generated_data/train.pkl
[line: 168] valid_path       data/generated_data/valid.pkl
[line: 168] test_path        data/generated_data/Restaurants_Test_Gold.xml.pkl
[line: 168] dic_path         data/generated_data/vocab/dict.pkl
[line: 168] model_path       data/models/
[line: 168] log_path         data/logs/
[line: 168] is_stanford_nlp  True
[line: 168] elmo_config_file ../data/Elmo/elmo_2x4096_512_2048cnn_2xhighway_options.json
[line: 168] elmo_weight_file ../data/Elmo/elmo_2x4096_512_2048cnn_2xhighway_weights.hdf5
[line: 168] snapshot_dir     checkpoints/
[line: 185] Training Samples: 3001
[line: 186] Validating Samples: 601
[line: 187] Testing Samples: 1120
[line:  83] Start Experiment
[line:  98] i_iter 1/93 cls_loss: 1.109135
[line:  98] i_iter 2/93 cls_loss: 1.104162
[line:  98] i_iter 3/93 cls_loss: 1.094395
[line:  98] i_iter 4/93 cls_loss: 1.091993
[line:  98] i_iter 5/93 cls_loss: 1.083228
[line:  98] i_iter 6/93 cls_loss: 1.073399
[line:  98] i_iter 7/93 cls_loss: 1.043797
[line:  98] i_iter 8/93 cls_loss: 1.035721
[line:  98] i_iter 9/93 cls_loss: 0.997027
[line:  98] i_iter 11/93 cls_loss: 1.032462
[line:  98] i_iter 12/93 cls_loss: 1.024326
[line:  98] i_iter 13/93 cls_loss: 1.015522
[line:  98] i_iter 14/93 cls_loss: 0.986978
[line:  98] i_iter 15/93 cls_loss: 0.986714
[line:  98] i_iter 16/93 cls_loss: 0.983070
[line:  98] i_iter 17/93 cls_loss: 0.997834
[line:  98] i_iter 18/93 cls_loss: 0.992103
[line:  98] i_iter 19/93 cls_loss: 1.032108
[line:  98] i_iter 21/93 cls_loss: 0.970710
[line:  98] i_iter 22/93 cls_loss: 0.968009
[line:  98] i_iter 23/93 cls_loss: 0.976904
[line:  98] i_iter 24/93 cls_loss: 0.984726
[line:  98] i_iter 25/93 cls_loss: 0.975251
[line:  98] i_iter 26/93 cls_loss: 0.970704
[line:  98] i_iter 27/93 cls_loss: 0.960711
[line:  98] i_iter 28/93 cls_loss: 0.960634
[line:  98] i_iter 29/93 cls_loss: 0.958748
[line:  98] i_iter 31/93 cls_loss: 0.945386
[line:  98] i_iter 32/93 cls_loss: 0.940639
[line:  98] i_iter 33/93 cls_loss: 0.907883
[line:  98] i_iter 34/93 cls_loss: 0.929087
[line:  98] i_iter 35/93 cls_loss: 0.943815
[line:  98] i_iter 36/93 cls_loss: 0.934179
[line:  98] i_iter 37/93 cls_loss: 0.937716
[line:  98] i_iter 38/93 cls_loss: 0.951752
[line:  98] i_iter 39/93 cls_loss: 0.952146
[line:  98] i_iter 41/93 cls_loss: 0.950753
[line:  98] i_iter 42/93 cls_loss: 0.960888
[line:  98] i_iter 43/93 cls_loss: 0.974520
[line:  98] i_iter 44/93 cls_loss: 0.962163
[line:  98] i_iter 45/93 cls_loss: 0.947358
[line:  98] i_iter 46/93 cls_loss: 0.948751
[line:  98] i_iter 47/93 cls_loss: 0.937783
[line:  98] i_iter 48/93 cls_loss: 0.924701
[line:  98] i_iter 49/93 cls_loss: 0.926248
[line:  98] i_iter 51/93 cls_loss: 0.922531
[line:  98] i_iter 52/93 cls_loss: 0.923227
[line:  98] i_iter 53/93 cls_loss: 0.927776
[line:  98] i_iter 54/93 cls_loss: 0.925533
[line:  98] i_iter 55/93 cls_loss: 0.917766
[line:  98] i_iter 56/93 cls_loss: 0.897200
[line:  98] i_iter 57/93 cls_loss: 0.905036
[line:  98] i_iter 58/93 cls_loss: 0.899752
[line:  98] i_iter 59/93 cls_loss: 0.876430
[line:  98] i_iter 61/93 cls_loss: 0.897527
[line:  98] i_iter 62/93 cls_loss: 0.868983
[line:  98] i_iter 63/93 cls_loss: 0.863359
[line:  98] i_iter 64/93 cls_loss: 0.847312
[line:  98] i_iter 65/93 cls_loss: 0.864771
[line:  98] i_iter 66/93 cls_loss: 0.892604
[line:  98] i_iter 67/93 cls_loss: 0.897880
[line:  98] i_iter 68/93 cls_loss: 0.883490
[line:  98] i_iter 69/93 cls_loss: 0.879122
[line:  98] i_iter 71/93 cls_loss: 0.874638
[line:  98] i_iter 72/93 cls_loss: 0.880271
[line:  98] i_iter 73/93 cls_loss: 0.901635
[line:  98] i_iter 74/93 cls_loss: 0.886434
[line:  98] i_iter 75/93 cls_loss: 0.875592
[line:  98] i_iter 76/93 cls_loss: 0.849592
[line:  98] i_iter 77/93 cls_loss: 0.843985
[line:  98] i_iter 78/93 cls_loss: 0.858723
[line:  98] i_iter 79/93 cls_loss: 0.875164
[line:  98] i_iter 81/93 cls_loss: 0.850099
[line:  98] i_iter 82/93 cls_loss: 0.849965
[line:  98] i_iter 83/93 cls_loss: 0.823058
[line:  98] i_iter 84/93 cls_loss: 0.841105
[line:  98] i_iter 85/93 cls_loss: 0.838612
[line:  98] i_iter 86/93 cls_loss: 0.854654
[line:  98] i_iter 87/93 cls_loss: 0.858784
[line:  98] i_iter 88/93 cls_loss: 0.840429
[line:  98] i_iter 89/93 cls_loss: 0.838479
[line:  98] i_iter 91/93 cls_loss: 0.847566
[line:  98] i_iter 92/93 cls_loss: 0.835953
[line: 121] Evaluting
[line: 102] epoch 0, Validation acc: 0.6555740432612313
[line: 121] Evaluting
[line: 112] epoch 0, Test acc: 0.6991071428571428
[line:  98] i_iter 1/93 cls_loss: 0.849703
[line:  98] i_iter 2/93 cls_loss: 0.840855
[line:  98] i_iter 3/93 cls_loss: 0.813703
[line:  98] i_iter 4/93 cls_loss: 0.803786
[line:  98] i_iter 5/93 cls_loss: 0.824901
[line:  98] i_iter 6/93 cls_loss: 0.839090
[line:  98] i_iter 7/93 cls_loss: 0.831525
[line:  98] i_iter 8/93 cls_loss: 0.817573
[line:  98] i_iter 9/93 cls_loss: 0.821073
[line:  98] i_iter 11/93 cls_loss: 0.816280
[line:  98] i_iter 12/93 cls_loss: 0.805151
[line:  98] i_iter 13/93 cls_loss: 0.822467
[line:  98] i_iter 14/93 cls_loss: 0.822033
[line:  98] i_iter 15/93 cls_loss: 0.809987
[line:  98] i_iter 16/93 cls_loss: 0.770800
[line:  98] i_iter 17/93 cls_loss: 0.760825
[line:  98] i_iter 18/93 cls_loss: 0.768615
[line:  98] i_iter 19/93 cls_loss: 0.787126
[line:  98] i_iter 21/93 cls_loss: 0.777979
[line:  98] i_iter 22/93 cls_loss: 0.774280
[line:  98] i_iter 23/93 cls_loss: 0.779972
[line:  98] i_iter 24/93 cls_loss: 0.754547
[line:  98] i_iter 25/93 cls_loss: 0.747944
[line:  98] i_iter 26/93 cls_loss: 0.751049
[line:  98] i_iter 27/93 cls_loss: 0.738394
[line:  98] i_iter 28/93 cls_loss: 0.719521
[line:  98] i_iter 29/93 cls_loss: 0.700974
[line:  98] i_iter 31/93 cls_loss: 0.675890
[line:  98] i_iter 32/93 cls_loss: 0.682029
[line:  98] i_iter 33/93 cls_loss: 0.696638
[line:  98] i_iter 34/93 cls_loss: 0.710757
[line:  98] i_iter 35/93 cls_loss: 0.706710
[line:  98] i_iter 36/93 cls_loss: 0.689985
[line:  98] i_iter 37/93 cls_loss: 0.731676
[line:  98] i_iter 38/93 cls_loss: 0.733629
[line:  98] i_iter 39/93 cls_loss: 0.715632
[line:  98] i_iter 41/93 cls_loss: 0.713822
[line:  98] i_iter 42/93 cls_loss: 0.724641
[line:  98] i_iter 43/93 cls_loss: 0.696586
[line:  98] i_iter 44/93 cls_loss: 0.702875
[line:  98] i_iter 45/93 cls_loss: 0.716823
[line:  98] i_iter 46/93 cls_loss: 0.719267
[line:  98] i_iter 47/93 cls_loss: 0.683433
[line:  98] i_iter 48/93 cls_loss: 0.672283
[line:  98] i_iter 49/93 cls_loss: 0.701770
[line:  98] i_iter 51/93 cls_loss: 0.699211
[line:  98] i_iter 52/93 cls_loss: 0.677738
[line:  98] i_iter 53/93 cls_loss: 0.669646
[line:  98] i_iter 54/93 cls_loss: 0.662548
[line:  98] i_iter 55/93 cls_loss: 0.672017
[line:  98] i_iter 56/93 cls_loss: 0.690935
[line:  98] i_iter 57/93 cls_loss: 0.707861
[line:  98] i_iter 58/93 cls_loss: 0.712395
[line:  98] i_iter 59/93 cls_loss: 0.713346
[line:  98] i_iter 61/93 cls_loss: 0.753623
[line:  98] i_iter 62/93 cls_loss: 0.783752
[line:  98] i_iter 63/93 cls_loss: 0.796468
[line:  98] i_iter 64/93 cls_loss: 0.779831
[line:  98] i_iter 65/93 cls_loss: 0.755341
[line:  98] i_iter 66/93 cls_loss: 0.738037
[line:  98] i_iter 67/93 cls_loss: 0.734480
[line:  98] i_iter 68/93 cls_loss: 0.734133
[line:  98] i_iter 69/93 cls_loss: 0.731031
[line:  98] i_iter 71/93 cls_loss: 0.665075
[line:  98] i_iter 72/93 cls_loss: 0.649695
[line:  98] i_iter 73/93 cls_loss: 0.651071
[line:  98] i_iter 74/93 cls_loss: 0.671525
[line:  98] i_iter 75/93 cls_loss: 0.670986
[line:  98] i_iter 76/93 cls_loss: 0.679679
[line:  98] i_iter 77/93 cls_loss: 0.655890
[line:  98] i_iter 78/93 cls_loss: 0.669029
[line:  98] i_iter 79/93 cls_loss: 0.660316
[line:  98] i_iter 81/93 cls_loss: 0.714692
[line:  98] i_iter 82/93 cls_loss: 0.689621
[line:  98] i_iter 83/93 cls_loss: 0.682326
[line:  98] i_iter 84/93 cls_loss: 0.681557
[line:  98] i_iter 85/93 cls_loss: 0.694076
[line:  98] i_iter 86/93 cls_loss: 0.685917
[line:  98] i_iter 87/93 cls_loss: 0.685699
[line:  98] i_iter 88/93 cls_loss: 0.658508
[line:  98] i_iter 89/93 cls_loss: 0.659395
[line:  98] i_iter 91/93 cls_loss: 0.649695
[line:  98] i_iter 92/93 cls_loss: 0.680125
[line: 121] Evaluting
[line: 102] epoch 1, Validation acc: 0.7004991680532446
[line: 121] Evaluting
[line: 112] epoch 1, Test acc: 0.7491071428571429
[line:  98] i_iter 1/93 cls_loss: 0.670480
[line:  98] i_iter 2/93 cls_loss: 0.678281
[line:  98] i_iter 3/93 cls_loss: 0.669157
[line:  98] i_iter 4/93 cls_loss: 0.675932
[line:  98] i_iter 5/93 cls_loss: 0.712338
[line:  98] i_iter 6/93 cls_loss: 0.691756
[line:  98] i_iter 7/93 cls_loss: 0.677297
[line:  98] i_iter 8/93 cls_loss: 0.665162
[line:  98] i_iter 9/93 cls_loss: 0.667797
[line:  98] i_iter 11/93 cls_loss: 0.668389
[line:  98] i_iter 12/93 cls_loss: 0.680689
[line:  98] i_iter 13/93 cls_loss: 0.688622
[line:  98] i_iter 14/93 cls_loss: 0.688251
[line:  98] i_iter 15/93 cls_loss: 0.676372
[line:  98] i_iter 16/93 cls_loss: 0.684117
[line:  98] i_iter 17/93 cls_loss: 0.691413
[line:  98] i_iter 18/93 cls_loss: 0.708247
[line:  98] i_iter 19/93 cls_loss: 0.678967
[line:  98] i_iter 21/93 cls_loss: 0.684490
[line:  98] i_iter 22/93 cls_loss: 0.657117
[line:  98] i_iter 23/93 cls_loss: 0.655372
[line:  98] i_iter 24/93 cls_loss: 0.653133
[line:  98] i_iter 25/93 cls_loss: 0.625945
[line:  98] i_iter 26/93 cls_loss: 0.626700
[line:  98] i_iter 27/93 cls_loss: 0.602937
[line:  98] i_iter 28/93 cls_loss: 0.567789
[line:  98] i_iter 29/93 cls_loss: 0.580433
[line:  98] i_iter 31/93 cls_loss: 0.568112
[line:  98] i_iter 32/93 cls_loss: 0.590224
[line:  98] i_iter 33/93 cls_loss: 0.635308
[line:  98] i_iter 34/93 cls_loss: 0.646796
[line:  98] i_iter 35/93 cls_loss: 0.667278
[line:  98] i_iter 36/93 cls_loss: 0.663818
[line:  98] i_iter 37/93 cls_loss: 0.693740
[line:  98] i_iter 38/93 cls_loss: 0.697569
[line:  98] i_iter 39/93 cls_loss: 0.715017
